"individual_1","individual_2","total_length"
"S_Yakut-1","S_Japanese-2",12412000
"S_Yakut-1","ERS700538",14573000
"S_Yakut-1","S_Uygur-1",12039000
"S_Yakut-1","S_BedouinB-1",3294000
"S_Yakut-1","S_Madiga-1",7655000
"S_Yakut-1","ERS724861",14701000
"S_Yakut-1","S_Tujia-2",12900000
"S_Yakut-1","MAR04",9137000
"S_Yakut-1","S_Miao-2",13767000
"S_Yakut-1","ERS700557",14357000
"S_Yakut-1","S_Greek-2",4201000
"S_Yakut-1","S_Punjabi-1",7116000
"S_Yakut-1","BUN01",8941000
"S_Yakut-1","S_Relli-1",6613000
"S_Yakut-1","ERS724853",14765000
"S_Yakut-1","ERS724874",13916000
"S_Yakut-1","ERS985079",13077000
"S_Yakut-1","KUN05",9791000
"S_Yakut-1","ERS699819",15432000
"S_Yakut-1","S_North_Ossetian-2",5367000
"S_Yakut-1","S_Papuan-12",13928531
"S_Yakut-1","S_Yakut-2",18526000
"S_Yakut-1","S_Dai-3",15084000
"S_Yakut-1","ERS700560",15929000
"S_Yakut-1","S_Tajik-2",6848000
"S_Yakut-1","S_Russian-1",7932000
"S_Yakut-1","ERS699818",12978000
"S_Yakut-1","BUN04",9262000
"S_Yakut-1","ERS724835",14331000
"S_Yakut-1","S_Bengali-2",8302000
"S_Yakut-1","ERS724854",14226000
"S_Yakut-1","UV964",16078997
"S_Yakut-1","S_Khonda_Dora-1",7968000
"S_Yakut-1","S_Abkhasian-1",6965000
"S_Yakut-1","ERS699822",11659000
"S_Yakut-1","ERS724850",7254000
"S_Yakut-1","ERS724866",13809000
"S_Yakut-1","S_Burusho-1",9016000
"S_Yakut-1","ERS724848",14200000
"S_Yakut-1","S_Irula-1",7173000
"S_Yakut-1","UV931",16949185
"S_Yakut-1","S_Yadava-1",8569000
"S_Yakut-1","S_Druze-2",3127000
"S_Yakut-1","UV910",14745097
"S_Yakut-1","S_Korean-1",15713000
"S_Yakut-1","S_Georgian-1",4473000
"S_Yakut-1","S_Orcadian-1",6223000
"S_Yakut-1","ERS699811",10734000
"S_Yakut-1","S_Tajik-1",5637000
"S_Yakut-1","S_Eskimo_Chaplin-1",16180000
"S_Yakut-1","KUN03",9384000
"S_Yakut-1","ERS700559",16191000
"S_Yakut-1","S_Thai-2",11962000
"S_Yakut-1","ERS724857",12168000
"S_Yakut-1","S_Even-1",15162000
"S_Yakut-1","ERS724834",13408000
"S_Yakut-1","S_Hungarian-1",6964000
"S_Yakut-1","MAR05",9214000
"S_Yakut-1","ERS699820",12928000
"S_Yakut-1","S_Makrani-2",3673000
"S_Yakut-1","S_Cambodian-2",13197000
"S_Yakut-1","ERS724859",13227000
"S_Yakut-1","ERS724875",15547000
"S_Yakut-1","13748_6",8362000
"S_Yakut-1","S_Lahu-2",14832000
"S_Yakut-1","S_Irula-2",6493000
"S_Yakut-1","ERS699812",13997000
"S_Yakut-1","S_Turkish-2",6175000
"S_Yakut-1","S_Yemenite_Jew-2",4885000
"S_Yakut-1","S_Brahui-2",5862000
"S_Yakut-1","S_Iraqi_Jew-1",3833000
"S_Yakut-1","ERS700535",14744000
"S_Yakut-1","S_Kyrgyz-2",15092000
"S_Yakut-1","ERS985090",13857000
"S_Yakut-1","ERS700543",15603000
"S_Yakut-1","ERS984054",16154000
"S_Yakut-1","S_Brahui-1",4135000
"S_Yakut-1","S_Mala-3",7348000
"S_Yakut-1","S_Han-1",16131000
"S_Yakut-1","S_Naxi-2",15120000
"S_Yakut-1","S_Saami-2",11797000
"S_Yakut-1","ERS700558",14163000
"S_Yakut-1","S_Tubalar-1",14796000
"S_Yakut-1","S_Lezgin-1",5307000
"S_Yakut-1","S_Polish-1",5987000
"S_Yakut-1","ERS700562",14441000
"S_Yakut-1","S_Kusunda-2",9515000
"S_Yakut-1","S_Xibo-2",15361000
"S_Yakut-1","S_Lezgin-2",5187000
"S_Yakut-1","ERS724867",12008000
"S_Yakut-1","S_Norwegian-1",7191000
"S_Yakut-1","ERS699827",10993000
"S_Yakut-1","S_Bulgarian-1",5695000
"S_Yakut-1","ERS699813",14819000
"S_Yakut-1","S_Abkhasian-2",4078000
"S_Yakut-1","S_Brahmin-2",5634000
"S_Yakut-1","S_Kinh-2",15351000
"S_Yakut-1","S_Tuscan-1",5649000
"S_Yakut-1","S_Spanish-1",4075000
"S_Yakut-1","S_Yi-1",15062000
"S_Yakut-1","S_Thai-1",13026000
"S_Yakut-1","S_Palestinian-3",3279000
"S_Yakut-1","BUN05",7580000
"S_Yakut-1","S_Bergamo-2",4697000
"S_Yakut-1","13748_8",7307000
"S_Yakut-1","S_Kusunda-1",9564000
"S_Yakut-1","S_Tlingit-1",11554000
"S_Yakut-1","S_Albanian-1",7175000
"S_Yakut-1","S_Tubalar-2",14870000
"S_Yakut-1","ERS699824",13821000
"S_Palestinian-2","BUN03",3107000
"S_Palestinian-2","S_Relli-2",4637000
"S_Palestinian-2","S_Papuan-3",5458532
"S_Palestinian-2","S_Burmese-1",4532000
"S_Palestinian-2","ERS724865",3504000
"S_Palestinian-2","S_Icelandic-2",6268000
"S_Palestinian-2","ERS724858",5034000
"S_Palestinian-2","ERS724876",3427000
"S_Palestinian-2","S_Palestinian-1",4939000
"S_Palestinian-2","ERS700553",3720000
"S_Palestinian-2","ERS700542",3382000
"S_Palestinian-2","S_Papuan-1",5851123
"S_Palestinian-2","S_Daur-2",3412000
"S_Palestinian-2","ERS724860",3340000
"S_Palestinian-2","S_Papuan-4",4029684
"S_Palestinian-2","UV886",2608215
"S_Palestinian-2","UV919",5666822
"S_Palestinian-2","ERS699816",3308000
"S_Palestinian-2","S_Jordanian-1",3860000
"S_Palestinian-2","S_Sindhi-1",6784000
"S_Palestinian-2","UV1224",4277378
"S_Palestinian-2","S_Brahmin-1",5807000
"S_Palestinian-2","S_Yadava-2",5213000
"S_Palestinian-2","S_Saami-1",4366000
"S_Palestinian-2","S_Icelandic-1",5748000
"S_Palestinian-2","UV1230",4255487
"S_Palestinian-2","S_Oroqen-1",3129000
"S_Palestinian-2","S_Papuan-8",5041873
"S_Palestinian-2","S_Papuan-13",4273635
"S_Palestinian-2","UV580",4870430
"S_Palestinian-2","S_Sardinian-2",5322000
"S_Palestinian-2","S_Druze-1",6897000
"S_Palestinian-2","S_Hezhen-2",4373000
"S_Palestinian-2","13748_2",3437000
"S_Palestinian-2","13733_8",3052000
"S_Palestinian-2","S_Pathan-1",6531000
"S_Palestinian-2","ERS700529",2555000
"S_Palestinian-2","ERS700549",5193000
"S_Palestinian-2","S_Papuan-14",5795326
"S_Palestinian-2","S_Pathan-2",4356000
"S_Palestinian-2","S_Estonian-1",5334000
"S_Palestinian-2","ERS699823",4776000
"S_Palestinian-2","S_Iranian-1",6200000
"S_Palestinian-2","S_Mala-2",4247000
"S_Palestinian-2","S_Han-2",3058000
"S_Palestinian-2","S_Papuan-9",5455007
"S_Palestinian-2","S_Estonian-2",5425000
"S_Palestinian-2","S_Eskimo_Naukan-1",4076000
"S_Palestinian-2","UV1260",3392325
"S_Palestinian-2","S_She-1",3049000
"S_Palestinian-2","MEN03",2393000
"S_Palestinian-2","ERS985077",3011000
"S_Palestinian-2","S_Korean-2",2670000
"S_Palestinian-2","S_Kapu-2",4870000
"S_Palestinian-2","S_Lahu-1",3871000
"S_Palestinian-2","UV971",5069522
"S_Palestinian-2","UV927",6201672
"S_Palestinian-2","ERS699830",3752000
"S_Palestinian-2","ERS724873",4063000
"S_Palestinian-2","UV940",5904666
"S_Palestinian-2","UV500",5114454
"S_Palestinian-2","ERS699815",4781000
"S_Palestinian-2","S_Itelman-1",3731000
"S_Palestinian-2","MAR03",2367000
"S_Palestinian-2","S_Kapu-1",6450000
"S_Palestinian-2","UV923",4900538
"S_Palestinian-2","S_Mansi-1",4189000
"S_Palestinian-2","UV952",5577853
"S_Palestinian-2","MAR02",2576000
"S_Palestinian-2","BUN02",2740000
"S_Palestinian-2","S_Eskimo_Naukan-2",3727000
"S_Palestinian-2","S_Ulchi-1",3686000
"S_Palestinian-2","ERS700534",3372000
"S_Palestinian-2","S_Chechen-1",5991000
"S_Palestinian-2","MEN02",3595000
"S_Palestinian-2","ERS985092",2861000
"S_Palestinian-2","S_Papuan-6",5795472
"S_Palestinian-2","S_Kyrgyz-1",4914000
"S_Palestinian-2","S_Finnish-1",7327000
"S_Palestinian-2","UV986",3989702
"S_Palestinian-2","S_Ulchi-2",3596000
"S_Palestinian-2","ERS724870",4495000
"S_Palestinian-2","13748_1",2733000
"S_Palestinian-2","S_Mongola-1",3469000
"S_Palestinian-2","13748_7",3519000
"S_Palestinian-2","S_Adygei-2",6243000
"S_Palestinian-2","UV573",5486485
"S_Palestinian-2","S_Turkish-1",6189000
"S_Palestinian-2","S_Greek-1",7122000
"S_Palestinian-2","13748_3",2240000
"S_Palestinian-2","S_Jordanian-2",5045000
"S_Palestinian-2","ERS942344",3653000
"S_Palestinian-2","S_Uygur-2",5557000
"S_Palestinian-2","UV956",4262972
"S_Palestinian-2","S_Russian-2",5528000
"S_Palestinian-2","UV1266",3955765
"S_Palestinian-2","ERS724833",2460000
"S_Palestinian-2","ERS700531",3360000
"S_Palestinian-2","SS6004472",2804000
"S_Palestinian-2","ERS699821",4463000
"S_Palestinian-2","S_Ami-2",2917000
"S_Palestinian-2","ERS724849",4611000
"S_Palestinian-2","ERS700552",3374000
"S_Palestinian-2","ERS700533",3360000
"S_Palestinian-2","S_Samaritan-1",5636000
"S_Palestinian-2","S_Orcadian-2",5786000
"S_Palestinian-2","S_Punjabi-3",3273000
"S_Palestinian-2","TAR04",2659000
"S_Palestinian-2","ERS699826",3741000
"S_Palestinian-2","S_Aleut-2",5808000
"S_Palestinian-2","ERS724871",3237000
"S_Palestinian-2","ERS699825",3841000
"S_Palestinian-2","S_Bergamo-1",5391000
"S_Palestinian-2","MAR01",3126000
"S_Palestinian-2","S_North_Ossetian-1",6157000
"S_Palestinian-2","S_Punjabi-4",7481000
"S_Palestinian-2","S_Basque-2",7240000
"S_Palestinian-2","S_Madiga-2",2888000
"S_Palestinian-2","S_Armenian-2",7632000
"S_Palestinian-2","S_Tuscan-2",5792000
"S_Palestinian-2","KUN01",3125000
"S_Palestinian-2","S_Mongola-2",3599000
"S_Palestinian-2","S_Burusho-2",5270000
"S_Palestinian-2","S_Mansi-2",4538000
"S_Palestinian-2","S_Hazara-2",4443000
"S_Palestinian-2","MEN04",3192000
"S_Palestinian-2","13748_4",3716000
"S_Palestinian-2","S_Even-3",4348000
"S_Palestinian-2","ERS699814",3115000
"S_Palestinian-2","ERS700544",4039000
"S_Palestinian-2","S_Bulgarian-2",6833000
"S_Palestinian-2","ERS985078",2303000
"S_Palestinian-2","KUN04",3232000
"S_Palestinian-2","ERS724869",3667000
"S_Palestinian-2","TAR01",3704000
"S_Palestinian-2","S_Hungarian-2",7556000
"S_Palestinian-2","S_Atayal-1",2901000
"S_Palestinian-2","ERS700561",3562000
"S_Palestinian-2","S_Cambodian-1",4010000
"S_Palestinian-2","S_Xibo-1",5079000
"S_Palestinian-2","13784_1",3420000
"S_Palestinian-2","S_Tlingit-2",4441000
"S_Palestinian-2","13748_5",2734000
"S_Palestinian-2","UV946",4681403
"S_Palestinian-2","S_Eskimo_Sireniki-2",4101000
"S_Palestinian-2","S_Tu-2",3812000
"S_Palestinian-2","S_Punjabi-2",5624000
"S_Palestinian-2","ERS724864",4284000
"S_Palestinian-2","S_Altaian-1",4919000
"S_Palestinian-2","TAR02",2568000
"S_Palestinian-2","ERS700541",3548000
"S_Palestinian-2","ERS700536",5245000
"S_Palestinian-2","S_English-1",6319000
"S_Palestinian-2","S_Papuan-2",4897842
"S_Palestinian-2","S_Eskimo_Sireniki-1",3394000
"S_Palestinian-2","S_English-2",6275000
"S_Palestinian-2","UV1263",4485732
"S_Palestinian-2","S_Even-2",3605000
"S_Palestinian-2","ERS724851",5061000
"S_Palestinian-2","S_Kalash-2",5047000
"S_Palestinian-2","S_Dai-1",3104000
"S_Palestinian-2","S_Basque-1",5731000
"S_Palestinian-2","MEN01",2590000
"S_Palestinian-2","ERS699828",3624000
"S_Palestinian-2","ERS700554",3029000
"S_Palestinian-2","ERS700537",3224000
"S_Palestinian-2","S_Sardinian-1",6827000
"S_Palestinian-2","ERS724852",4942000
"S_Palestinian-2","S_Finnish-2",4980000
"S_Palestinian-2","S_Papuan-11",4319038
"S_Palestinian-2","ERS699817",3372000
"S_Palestinian-2","ERS700563",3953000
"S_Palestinian-2","13784_5",2493000
"S_Palestinian-2","S_Dai-2",2582000
"S_Palestinian-2","S_Japanese-2",2835000
"S_Palestinian-2","ERS700538",3940000
"S_Palestinian-2","S_Uygur-1",4590000
"S_Palestinian-2","S_BedouinB-1",6525000
"S_Palestinian-2","S_Madiga-1",4284000
"S_Palestinian-2","ERS724861",3356000
"S_Palestinian-2","S_Tujia-2",3734000
"S_Palestinian-2","MAR04",3774000
"S_Palestinian-2","S_Miao-2",2003000
"S_Palestinian-2","ERS700557",4603000
"S_Palestinian-2","S_Greek-2",8813000
"S_Palestinian-2","S_Punjabi-1",6059000
"S_Palestinian-2","BUN01",2173000
"S_Palestinian-2","S_Relli-1",4561000
"S_Palestinian-2","ERS724853",3731000
"S_Palestinian-2","ERS724874",3307000
"S_Palestinian-2","ERS985079",4443000
"S_Palestinian-2","KUN05",2998000
"S_Palestinian-2","ERS699819",3724000
"S_Palestinian-2","S_North_Ossetian-2",5497000
"S_Palestinian-2","S_Papuan-12",4047768
"S_Palestinian-2","S_Yakut-2",3985000
"S_Palestinian-2","S_Dai-3",3833000
"S_Palestinian-2","ERS700560",4487000
"S_Palestinian-2","S_Tajik-2",5900000
"S_Palestinian-2","S_Russian-1",5667000
"S_Palestinian-2","ERS699818",4106000
"S_Palestinian-2","BUN04",2528000
"S_Palestinian-2","ERS724835",2929000
"S_Palestinian-2","S_Bengali-2",5559000
"S_Palestinian-2","ERS724854",3386000
"S_Palestinian-2","UV964",5230695
"S_Palestinian-2","S_Khonda_Dora-1",2567000
"S_Palestinian-2","S_Abkhasian-1",6514000
"S_Palestinian-2","ERS699822",3485000
"S_Palestinian-2","ERS724850",5283000
"S_Palestinian-2","ERS724866",3820000
"S_Palestinian-2","S_Burusho-1",5413000
"S_Palestinian-2","ERS724848",3224000
"S_Palestinian-2","S_Irula-1",4500000
"S_Palestinian-2","UV931",6249971
"S_Palestinian-2","S_Yadava-1",4468000
"S_Palestinian-2","S_Druze-2",6205000
"S_Palestinian-2","UV910",5959196
"S_Palestinian-2","S_Korean-1",3154000
"S_Palestinian-2","S_Georgian-1",7807000
"S_Palestinian-2","S_Orcadian-1",6819000
"S_Palestinian-2","ERS699811",4607000
"S_Palestinian-2","S_Tajik-1",5818000
"S_Palestinian-2","S_Eskimo_Chaplin-1",2923000
"S_Palestinian-2","KUN03",2923000
"S_Palestinian-2","ERS700559",5112000
"S_Palestinian-2","S_Thai-2",2931000
"S_Palestinian-2","ERS724857",3236000
"S_Palestinian-2","S_Even-1",3992000
"S_Palestinian-2","ERS724834",4260000
"S_Palestinian-2","S_Hungarian-1",7118000
"S_Palestinian-2","MAR05",2131000
"S_Palestinian-2","ERS699820",4427000
"S_Palestinian-2","S_Makrani-2",5234000
"S_Palestinian-2","S_Cambodian-2",2973000
"S_Palestinian-2","ERS724859",3565000
"S_Palestinian-2","ERS724875",4867000
"S_Palestinian-2","13748_6",2778000
"S_Palestinian-2","S_Lahu-2",3506000
"S_Palestinian-2","S_Irula-2",4915000
"S_Palestinian-2","ERS699812",3579000
"S_Palestinian-2","S_Turkish-2",5602000
"S_Palestinian-2","S_Yemenite_Jew-2",7746000
"S_Palestinian-2","S_Brahui-2",5450000
"S_Palestinian-2","S_Iraqi_Jew-1",5913000
"S_Palestinian-2","ERS700535",3644000
"S_Palestinian-2","S_Kyrgyz-2",5114000
"S_Palestinian-2","ERS985090",3419000
"S_Palestinian-2","ERS700543",4605000
"S_Palestinian-2","ERS984054",3650000
"S_Palestinian-2","S_Brahui-1",6294000
"S_Palestinian-2","S_Mala-3",4308000
"S_Palestinian-2","S_Han-1",3673000
"S_Palestinian-2","S_Naxi-2",2646000
"S_Palestinian-2","S_Saami-2",5333000
"S_Palestinian-2","ERS700558",3577000
"S_Palestinian-2","S_Tubalar-1",4554000
"S_Palestinian-2","S_Lezgin-1",6873000
"S_Palestinian-2","S_Polish-1",6552000
"S_Palestinian-2","ERS700562",4396000
"S_Palestinian-2","S_Kusunda-2",2373000
"S_Palestinian-2","S_Xibo-2",3192000
"S_Palestinian-2","S_Lezgin-2",5576000
"S_Palestinian-2","ERS724867",2588000
"S_Palestinian-2","S_Norwegian-1",6969000
"S_Palestinian-2","ERS699827",3244000
"S_Palestinian-2","S_Bulgarian-1",5685000
"S_Palestinian-2","ERS699813",3591000
"S_Palestinian-2","S_Abkhasian-2",4663000
"S_Palestinian-2","S_Brahmin-2",4551000
"S_Palestinian-2","S_Kinh-2",4645000
"S_Palestinian-2","S_Tuscan-1",5922000
"S_Palestinian-2","S_Spanish-1",6658000
"S_Palestinian-2","S_Yi-1",3664000
"S_Palestinian-2","S_Thai-1",3863000
"S_Palestinian-2","S_Palestinian-3",7793000
"S_Palestinian-2","BUN05",3247000
"S_Palestinian-2","S_Bergamo-2",7715000
"S_Palestinian-2","13748_8",3052000
"S_Palestinian-2","S_Kusunda-1",4656000
"S_Palestinian-2","S_Tlingit-1",5541000
"S_Palestinian-2","S_Albanian-1",6721000
"S_Palestinian-2","S_Tubalar-2",6017000
"S_Palestinian-2","ERS699824",2869000
"BUN03","S_Relli-2",4455000
"BUN03","S_Papuan-3",66108815
"BUN03","S_Burmese-1",8326000
"BUN03","ERS724865",9007000
"BUN03","S_Icelandic-2",4262000
"BUN03","ERS724858",8761000
"BUN03","ERS724876",7772000
"BUN03","S_Palestinian-1",2862000
"BUN03","ERS700553",8417000
"BUN03","ERS700542",11246000
"BUN03","S_Papuan-1",69038947
"BUN03","S_Daur-2",6969000
"BUN03","ERS724860",6507000
"BUN03","S_Papuan-4",57550700
"BUN03","UV886",28256934
"BUN03","UV919",35445808
"BUN03","ERS699816",6541000
"BUN03","S_Jordanian-1",2738000
"BUN03","S_Sindhi-1",5654000
"BUN03","UV1224",38742457
"BUN03","S_Brahmin-1",6333000
"BUN03","S_Yadava-2",4840000
"BUN03","S_Saami-1",4203000
"BUN03","S_Icelandic-1",5517000
"BUN03","UV1230",36193464
"BUN03","S_Oroqen-1",9584000
"BUN03","S_Papuan-8",63042087
"BUN03","S_Papuan-13",66646357
"BUN03","UV580",39150611
"BUN03","S_Sardinian-2",3960000
"BUN03","S_Druze-1",2881000
"BUN03","S_Hezhen-2",10608000
"BUN03","13748_2",31951000
"BUN03","13733_8",33734000
"BUN03","S_Pathan-1",3784000
"BUN03","ERS700529",9712000
"BUN03","ERS700549",10691000
"BUN03","S_Papuan-14",63403996
"BUN03","S_Pathan-2",3368000
"BUN03","S_Estonian-1",3682000
"BUN03","ERS699823",8882000
"BUN03","S_Iranian-1",2825000
"BUN03","S_Mala-2",5266000
"BUN03","S_Han-2",8819000
"BUN03","S_Papuan-9",72336293
"BUN03","S_Estonian-2",4329000
"BUN03","S_Eskimo_Naukan-1",8107000
"BUN03","UV1260",32586390
"BUN03","S_She-1",8269000
"BUN03","MEN03",34803000
"BUN03","ERS985077",9801000
"BUN03","S_Korean-2",8405000
"BUN03","S_Kapu-2",5863000
"BUN03","S_Lahu-1",8523000
"BUN03","UV971",41610597
"BUN03","UV927",40965415
"BUN03","ERS699830",6204000
"BUN03","ERS724873",9460000
"BUN03","UV940",36430078
"BUN03","UV500",34705192
"BUN03","ERS699815",8152000
"BUN03","S_Itelman-1",6496000
"BUN03","MAR03",30241000
"BUN03","S_Kapu-1",5911000
"BUN03","UV923",40563704
"BUN03","S_Mansi-1",6584000
"BUN03","UV952",36833672
"BUN03","MAR02",30892000
"BUN03","BUN02",34039000
"BUN03","S_Eskimo_Naukan-2",7403000
"BUN03","S_Ulchi-1",8339000
"BUN03","ERS700534",9107000
"BUN03","S_Chechen-1",4009000
"BUN03","MEN02",33047000
"BUN03","ERS985092",7781000
"BUN03","S_Papuan-6",66367551
"BUN03","S_Kyrgyz-1",6548000
"BUN03","S_Finnish-1",3304000
"BUN03","UV986",37714367
"BUN03","S_Ulchi-2",7817000
"BUN03","ERS724870",9428000
"BUN03","13748_1",33715000
"BUN03","S_Mongola-1",9234000
"BUN03","13748_7",34488000
"BUN03","S_Adygei-2",4385000
"BUN03","UV573",40315441
"BUN03","S_Turkish-1",3980000
"BUN03","S_Greek-1",3486000
"BUN03","13748_3",30208000
"BUN03","S_Jordanian-2",2344000
"BUN03","ERS942344",9914000
"BUN03","S_Uygur-2",7183000
"BUN03","UV956",36607801
"BUN03","S_Russian-2",4236000
"BUN03","UV1266",44151501
"BUN03","ERS724833",6709000
"BUN03","ERS700531",9502000
"BUN03","SS6004472",31668000
"BUN03","ERS699821",9673000
"BUN03","S_Ami-2",7860000
"BUN03","ERS724849",7062000
"BUN03","ERS700552",9544000
"BUN03","ERS700533",7704000
"BUN03","S_Samaritan-1",3265000
"BUN03","S_Orcadian-2",3686000
"BUN03","S_Punjabi-3",5676000
"BUN03","TAR04",31447000
"BUN03","ERS699826",8336000
"BUN03","S_Aleut-2",6299000
"BUN03","ERS724871",9271000
"BUN03","ERS699825",9525000
"BUN03","S_Bergamo-1",4946000
"BUN03","MAR01",28079000
"BUN03","S_North_Ossetian-1",3341000
"BUN03","S_Punjabi-4",5491000
"BUN03","S_Basque-2",3122000
"BUN03","S_Madiga-2",6044000
"BUN03","S_Armenian-2",4327000
"BUN03","S_Tuscan-2",3284000
"BUN03","KUN01",34048000
"BUN03","S_Mongola-2",8887000
"BUN03","S_Burusho-2",5904000
"BUN03","S_Mansi-2",5022000
"BUN03","S_Hazara-2",7649000
"BUN03","MEN04",31805000
"BUN03","13748_4",26638000
"BUN03","S_Even-3",9176000
"BUN03","ERS699814",9781000
"BUN03","ERS700544",9275000
"BUN03","S_Bulgarian-2",4133000
"BUN03","ERS985078",10052000
"BUN03","KUN04",32368000
"BUN03","ERS724869",9338000
"BUN03","TAR01",32136000
"BUN03","S_Hungarian-2",4334000
"BUN03","S_Atayal-1",7951000
"BUN03","ERS700561",9005000
"BUN03","S_Cambodian-1",7638000
"BUN03","S_Xibo-1",8517000
"BUN03","13784_1",34600000
"BUN03","S_Tlingit-2",5494000
"BUN03","13748_5",29278000
"BUN03","UV946",35430725
"BUN03","S_Eskimo_Sireniki-2",7992000
"BUN03","S_Tu-2",7583000
"BUN03","S_Punjabi-2",5845000
"BUN03","ERS724864",9764000
"BUN03","S_Altaian-1",7257000
"BUN03","TAR02",31820000
"BUN03","ERS700541",9712000
"BUN03","ERS700536",9689000
"BUN03","S_English-1",4264000
"BUN03","S_Papuan-2",72156566
"BUN03","S_Eskimo_Sireniki-1",6341000
"BUN03","S_English-2",3324000
"BUN03","UV1263",41457579
"BUN03","S_Even-2",8683000
"BUN03","ERS724851",6728000
"BUN03","S_Kalash-2",4638000
"BUN03","S_Dai-1",7533000
"BUN03","S_Basque-1",3255000
"BUN03","MEN01",31934000
"BUN03","ERS699828",8072000
"BUN03","ERS700554",9122000
"BUN03","ERS700537",10509000
"BUN03","S_Sardinian-1",3998000
"BUN03","ERS724852",7919000
"BUN03","S_Finnish-2",3770000
"BUN03","S_Papuan-11",66940673
"BUN03","ERS699817",6491000
"BUN03","ERS700563",10307000
"BUN03","13784_5",29591000
"BUN03","S_Dai-2",7575000
"BUN03","S_Japanese-2",7935000
"BUN03","ERS700538",8169000
"BUN03","S_Uygur-1",6561000
"BUN03","S_BedouinB-1",2668000
"BUN03","S_Madiga-1",5901000
"BUN03","ERS724861",7810000
"BUN03","S_Tujia-2",7605000
"BUN03","MAR04",33320000
"BUN03","S_Miao-2",8692000
"BUN03","ERS700557",10589000
"BUN03","S_Greek-2",3468000
"BUN03","S_Punjabi-1",7110000
"BUN03","BUN01",34029000
"BUN03","S_Relli-1",5822000
"BUN03","ERS724853",9710000
"BUN03","ERS724874",8532000
"BUN03","ERS985079",7781000
"BUN03","KUN05",36198000
"BUN03","ERS699819",8751000
"BUN03","S_North_Ossetian-2",4129000
"BUN03","S_Papuan-12",56563023
"BUN03","S_Yakut-2",7626000
"BUN03","S_Dai-3",8747000
"BUN03","ERS700560",10599000
"BUN03","S_Tajik-2",4250000
"BUN03","S_Russian-1",3778000
"BUN03","ERS699818",8449000
"BUN03","BUN04",37043000
"BUN03","ERS724835",7925000
"BUN03","S_Bengali-2",6775000
"BUN03","ERS724854",8540000
"BUN03","UV964",38127330
"BUN03","S_Khonda_Dora-1",7425000
"BUN03","S_Abkhasian-1",4450000
"BUN03","ERS699822",8525000
"BUN03","ERS724850",6467000
"BUN03","ERS724866",8857000
"BUN03","S_Burusho-1",4879000
"BUN03","ERS724848",10172000
"BUN03","S_Irula-1",5639000
"BUN03","UV931",37478118
"BUN03","S_Yadava-1",6747000
"BUN03","S_Druze-2",3847000
"BUN03","UV910",33474746
"BUN03","S_Korean-1",8660000
"BUN03","S_Georgian-1",3814000
"BUN03","S_Orcadian-1",4778000
"BUN03","ERS699811",7886000
"BUN03","S_Tajik-1",4319000
"BUN03","S_Eskimo_Chaplin-1",7204000
"BUN03","KUN03",34246000
"BUN03","ERS700559",8671000
"BUN03","S_Thai-2",8748000
"BUN03","ERS724857",8115000
"BUN03","S_Even-1",8587000
"BUN03","ERS724834",9020000
"BUN03","S_Hungarian-1",4777000
"BUN03","MAR05",31852000
"BUN03","ERS699820",6878000
"BUN03","S_Makrani-2",3489000
"BUN03","S_Cambodian-2",9481000
"BUN03","ERS724859",9181000
"BUN03","ERS724875",9162000
"BUN03","13748_6",31515000
"BUN03","S_Lahu-2",8771000
"BUN03","S_Irula-2",5157000
"BUN03","ERS699812",9883000
"BUN03","S_Turkish-2",3275000
"BUN03","S_Yemenite_Jew-2",3074000
"BUN03","S_Brahui-2",4987000
"BUN03","S_Iraqi_Jew-1",3979000
"BUN03","ERS700535",9758000
"BUN03","S_Kyrgyz-2",6306000
"BUN03","ERS985090",8703000
"BUN03","ERS700543",11497000
"BUN03","ERS984054",9493000
"BUN03","S_Brahui-1",4227000
"BUN03","S_Mala-3",6924000
"BUN03","S_Han-1",10685000
"BUN03","S_Naxi-2",7109000
"BUN03","S_Saami-2",5741000
"BUN03","ERS700558",8970000
"BUN03","S_Tubalar-1",6541000
"BUN03","S_Lezgin-1",4425000
"BUN03","S_Polish-1",4675000
"BUN03","ERS700562",7884000
"BUN03","S_Kusunda-2",6425000
"BUN03","S_Xibo-2",7963000
"BUN03","S_Lezgin-2",3408000
"BUN03","ERS724867",7336000
"BUN03","S_Norwegian-1",4039000
"BUN03","ERS699827",7016000
"BUN03","S_Bulgarian-1",4666000
"BUN03","ERS699813",9272000
"BUN03","S_Abkhasian-2",2308000
"BUN03","S_Brahmin-2",5611000
"BUN03","S_Kinh-2",8551000
"BUN03","S_Tuscan-1",4024000
"BUN03","S_Spanish-1",3861000
"BUN03","S_Yi-1",7541000
"BUN03","S_Thai-1",10926000
"BUN03","S_Palestinian-3",1775000
"BUN03","BUN05",32342000
"BUN03","S_Bergamo-2",4004000
"BUN03","13748_8",32745000
"BUN03","S_Kusunda-1",7407000
"BUN03","S_Tlingit-1",5953000
"BUN03","S_Albanian-1",4207000
"BUN03","S_Tubalar-2",8239000
"BUN03","ERS699824",7149000
"S_Relli-2","S_Papuan-3",10338612
"S_Relli-2","S_Burmese-1",6435000
"S_Relli-2","ERS724865",7691000
"S_Relli-2","S_Icelandic-2",4856000
"S_Relli-2","ERS724858",6561000
"S_Relli-2","ERS724876",6574000
"S_Relli-2","S_Palestinian-1",3938000
"S_Relli-2","ERS700553",5404000
