"individual_1","individual_2","total_length"
"KUN02","S_Burmese-2",7527000
"KUN02","ERS724868",8700000
"KUN02","S_Hazara-1",7712000
"KUN02","TAR05",30112000
"KUN02","S_Georgian-2",3762000
"KUN02","S_Japanese-1",8302000
"KUN02","S_Papuan-7",65583295
"KUN02","ERS724856",11512000
"KUN02","S_Sindhi-2",4504000
"KUN02","S_Papuan-10",70302204
"KUN02","UV1003",44304812
"KUN02","ERS700550",10566000
"KUN02","S_Kinh-1",9426000
"KUN02","ERS724872",11192000
"KUN02","UV1134",38370016
"KUN02","S_Yemenite_Jew-1",2144000
"KUN02","ERS724863",10229000
"KUN02","S_Ami-1",8442000
"KUN02","S_Czech-2",3598000
"KUN02","UV925",36512474
"KUN02","13784_4",32733000
"KUN02","S_Spanish-2",2890000
"KUN02","S_Balochi-1",4227000
"KUN02","S_French-1",3010000
"KUN02","13784_3",34641000
"KUN02","UV944",43915679
"KUN02","S_Papuan-5",54068979
"KUN02","S_Tu-1",9502000
"KUN02","S_Japanese-3",7844000
"KUN02","S_Finnish-3",6405000
"KUN02","UV1043",37619918
"KUN02","S_French-2",3361000
"KUN02","ERS699829",8665000
"KUN02","S_Jordanian-3",3054000
"KUN02","MEN05",31330000
"KUN02","TAR03",30433000
"KUN02","S_Aleut-1",8292000
"KUN02","UV518",37904521
"KUN02","S_Kalash-1",5453000
"KUN02","S_Oroqen-2",7270000
"KUN02","UV1042",37874840
"KUN02","ERS700556",9310000
"KUN02","S_Makrani-1",5523000
"KUN02","S_Miao-1",7977000
"KUN02","UV929",38083268
"KUN02","S_Naxi-3",8803000
"KUN02","S_She-2",7566000
"KUN02","ERS985091",10007000
"KUN02","ERS700546",11587000
"KUN02","S_Yi-2",10898000
"KUN02","S_Tujia-1",9010000
"KUN02","ERS700532",8458000
"KUN02","ERS724862",8856000
"KUN02","S_BedouinB-2",2474000
"KUN02","S_Armenian-1",3743000
"KUN02","UV043",36430702
"KUN02","UV305",41877428
"KUN02","S_Balochi-2",4970000
"KUN02","S_Bengali-1",6480000
"KUN02","13784_2",33368000
"KUN02","UV1196",38916309
"KUN02","UV979",43913813
"KUN02","S_Iraqi_Jew-2",3344000
"KUN02","S_Naxi-1",7773000
"KUN02","UV958",36800314
"KUN02","UV897",33154564
"KUN02","ERS724855",9600000
"KUN02","S_Hezhen-1",8289000
"KUN02","S_Chukchi-1",5541000
"KUN02","S_Adygei-1",3350000
"KUN02","S_Iranian-2",3883000
"KUN02","S_Yakut-1",9179000
"KUN02","S_Palestinian-2",3426000
"KUN02","BUN03",35215000
"KUN02","S_Relli-2",5260000
"KUN02","S_Papuan-3",63973636
"KUN02","S_Burmese-1",7768000
"KUN02","ERS724865",8199000
"KUN02","S_Icelandic-2",5094000
"KUN02","ERS724858",8490000
"KUN02","ERS724876",8902000
"KUN02","S_Palestinian-1",2898000
"KUN02","ERS700553",10525000
"KUN02","ERS700542",10153000
"KUN02","S_Papuan-1",69172350
"KUN02","S_Daur-2",7888000
"KUN02","ERS724860",7068000
"KUN02","S_Papuan-4",56124881
"KUN02","UV886",32630390
"KUN02","UV919",34592778
"KUN02","ERS699816",7277000
"KUN02","S_Jordanian-1",3140000
"KUN02","S_Sindhi-1",5674000
"KUN02","UV1224",38759921
"KUN02","S_Brahmin-1",6297000
"KUN02","S_Yadava-2",4899000
"KUN02","S_Saami-1",4859000
"KUN02","S_Icelandic-1",4302000
"KUN02","UV1230",34714396
"KUN02","S_Oroqen-1",10889000
"KUN02","S_Papuan-8",62463692
"KUN02","S_Papuan-13",68392896
"KUN02","UV580",38971644
"KUN02","S_Sardinian-2",3990000
"KUN02","S_Druze-1",3126000
"KUN02","S_Hezhen-2",9619000
"KUN02","13748_2",30792000
"KUN02","13733_8",30009000
"KUN02","S_Pathan-1",4685000
"KUN02","ERS700529",9064000
"KUN02","ERS700549",12155000
"KUN02","S_Papuan-14",64719680
"KUN02","S_Pathan-2",6304000
"KUN02","S_Estonian-1",3046000
"KUN02","ERS699823",10299000
"KUN02","S_Iranian-1",2925000
"KUN02","S_Mala-2",6261000
"KUN02","S_Han-2",8818000
"KUN02","S_Papuan-9",68719090
"KUN02","S_Estonian-2",4887000
"KUN02","S_Eskimo_Naukan-1",8990000
"KUN02","UV1260",33274214
"KUN02","S_She-1",7271000
"KUN02","MEN03",33121000
"KUN02","ERS985077",11121000
"KUN02","S_Korean-2",10011000
"KUN02","S_Kapu-2",6512000
"KUN02","S_Lahu-1",8574000
"KUN02","UV971",42031119
"KUN02","UV927",41172485
"KUN02","ERS699830",6269000
"KUN02","ERS724873",10100000
"KUN02","UV940",40333096
"KUN02","UV500",38376285
"KUN02","ERS699815",8559000
"KUN02","S_Itelman-1",6481000
"KUN02","MAR03",30045000
"KUN02","S_Kapu-1",6485000
"KUN02","UV923",41400385
"KUN02","S_Mansi-1",6158000
"KUN02","UV952",37233481
"KUN02","MAR02",31734000
"KUN02","BUN02",34667000
"KUN02","S_Eskimo_Naukan-2",6573000
"KUN02","S_Ulchi-1",9683000
"KUN02","ERS700534",8389000
"KUN02","S_Chechen-1",3530000
"KUN02","MEN02",33342000
"KUN02","ERS985092",8853000
"KUN02","S_Papuan-6",60509799
"KUN02","S_Kyrgyz-1",7548000
"KUN02","S_Finnish-1",3317000
"KUN02","UV986",35279397
"KUN02","S_Ulchi-2",9456000
"KUN02","ERS724870",9504000
"KUN02","13748_1",31694000
"KUN02","S_Mongola-1",9508000
"KUN02","13748_7",31059000
"KUN02","S_Adygei-2",4051000
"KUN02","UV573",42258620
"KUN02","S_Turkish-1",3924000
"KUN02","S_Greek-1",3267000
"KUN02","13748_3",28832000
"KUN02","S_Jordanian-2",2214000
"KUN02","ERS942344",9098000
"KUN02","S_Uygur-2",8763000
"KUN02","UV956",38209724
"KUN02","S_Russian-2",4602000
"KUN02","UV1266",42844910
"KUN02","ERS724833",7884000
"KUN02","ERS700531",9799000
"KUN02","SS6004472",30413000
"KUN02","ERS699821",9453000
"KUN02","S_Ami-2",7536000
"KUN02","ERS724849",7212000
"KUN02","ERS700552",8695000
"KUN02","ERS700533",9304000
"KUN02","S_Samaritan-1",3101000
"KUN02","S_Orcadian-2",4084000
"KUN02","S_Punjabi-3",5222000
"KUN02","TAR04",32662000
"KUN02","ERS699826",8674000
"KUN02","S_Aleut-2",4844000
"KUN02","ERS724871",8837000
"KUN02","ERS699825",7864000
"KUN02","S_Bergamo-1",5013000
"KUN02","MAR01",30988000
"KUN02","S_North_Ossetian-1",2526000
"KUN02","S_Punjabi-4",5910000
"KUN02","S_Basque-2",3721000
"KUN02","S_Madiga-2",5801000
"KUN02","S_Armenian-2",4739000
"KUN02","S_Tuscan-2",2479000
"KUN02","KUN01",36450000
"KUN02","S_Mongola-2",8768000
"KUN02","S_Burusho-2",5680000
"KUN02","S_Mansi-2",6263000
"KUN02","S_Hazara-2",6589000
"KUN02","MEN04",31501000
"KUN02","13748_4",28729000
"KUN02","S_Even-3",8194000
"KUN02","ERS699814",8522000
"KUN02","ERS700544",8409000
"KUN02","S_Bulgarian-2",3919000
"KUN02","ERS985078",10671000
"KUN02","KUN04",32865000
"KUN02","ERS724869",9301000
"KUN02","TAR01",33166000
"KUN02","S_Hungarian-2",5102000
"KUN02","S_Atayal-1",8579000
"KUN02","ERS700561",9376000
"KUN02","S_Cambodian-1",8142000
"KUN02","S_Xibo-1",8880000
"KUN02","13784_1",33757000
"KUN02","S_Tlingit-2",6874000
"KUN02","13748_5",27790000
"KUN02","UV946",37971084
"KUN02","S_Eskimo_Sireniki-2",8159000
"KUN02","S_Tu-2",8213000
"KUN02","S_Punjabi-2",6211000
"KUN02","ERS724864",10044000
"KUN02","S_Altaian-1",8805000
"KUN02","TAR02",32079000
"KUN02","ERS700541",9436000
"KUN02","ERS700536",10655000
"KUN02","S_English-1",4218000
"KUN02","S_Papuan-2",65147929
"KUN02","S_Eskimo_Sireniki-1",7058000
"KUN02","S_English-2",4187000
"KUN02","UV1263",39710402
"KUN02","S_Even-2",8830000
"KUN02","ERS724851",5384000
"KUN02","S_Kalash-2",5369000
"KUN02","S_Dai-1",7770000
"KUN02","S_Basque-1",4014000
"KUN02","MEN01",30498000
"KUN02","ERS699828",8409000
"KUN02","ERS700554",8238000
"KUN02","ERS700537",9062000
"KUN02","S_Sardinian-1",3992000
"KUN02","ERS724852",7098000
"KUN02","S_Finnish-2",4214000
"KUN02","S_Papuan-11",66312825
"KUN02","ERS699817",7271000
"KUN02","ERS700563",9077000
"KUN02","13784_5",29255000
"KUN02","S_Dai-2",7165000
"KUN02","S_Japanese-2",9828000
"KUN02","ERS700538",9741000
"KUN02","S_Uygur-1",6733000
"KUN02","S_BedouinB-1",2535000
"KUN02","S_Madiga-1",5157000
"KUN02","ERS724861",9578000
"KUN02","S_Tujia-2",8262000
"KUN02","MAR04",32813000
"KUN02","S_Miao-2",8218000
"KUN02","ERS700557",9027000
"KUN02","S_Greek-2",3587000
"KUN02","S_Punjabi-1",6853000
"KUN02","BUN01",32172000
"KUN02","S_Relli-1",6056000
"KUN02","ERS724853",10618000
"KUN02","ERS724874",9692000
"KUN02","ERS985079",7791000
"KUN02","KUN05",34045000
"KUN02","ERS699819",9383000
"KUN02","S_North_Ossetian-2",4122000
"KUN02","S_Papuan-12",55709583
"KUN02","S_Yakut-2",7668000
"KUN02","S_Dai-3",8065000
"KUN02","ERS700560",11400000
"KUN02","S_Tajik-2",3711000
"KUN02","S_Russian-1",4391000
"KUN02","ERS699818",9897000
"KUN02","BUN04",34563000
"KUN02","ERS724835",7668000
"KUN02","S_Bengali-2",7759000
"KUN02","ERS724854",7981000
"KUN02","UV964",39981144
"KUN02","S_Khonda_Dora-1",6048000
"KUN02","S_Abkhasian-1",4073000
"KUN02","ERS699822",9650000
"KUN02","ERS724850",6268000
"KUN02","ERS724866",9457000
"KUN02","S_Burusho-1",6413000
"KUN02","ERS724848",11019000
"KUN02","S_Irula-1",5497000
"KUN02","UV931",39480125
"KUN02","S_Yadava-1",6719000
"KUN02","S_Druze-2",3483000
"KUN02","UV910",31427566
"KUN02","S_Korean-1",7863000
"KUN02","S_Georgian-1",3669000
"KUN02","S_Orcadian-1",5987000
"KUN02","ERS699811",6888000
"KUN02","S_Tajik-1",4427000
"KUN02","S_Eskimo_Chaplin-1",7771000
"KUN02","KUN03",34409000
"KUN02","ERS700559",8834000
"KUN02","S_Thai-2",8252000
"KUN02","ERS724857",8239000
"KUN02","S_Even-1",8179000
"KUN02","ERS724834",10475000
"KUN02","S_Hungarian-1",3972000
"KUN02","MAR05",29421000
"KUN02","ERS699820",7223000
"KUN02","S_Makrani-2",3586000
"KUN02","S_Cambodian-2",8538000
"KUN02","ERS724859",10056000
"KUN02","ERS724875",9935000
"KUN02","13748_6",30047000
"KUN02","S_Lahu-2",8784000
"KUN02","S_Irula-2",5262000
"KUN02","ERS699812",11024000
"KUN02","S_Turkish-2",3495000
"KUN02","S_Yemenite_Jew-2",2369000
"KUN02","S_Brahui-2",5042000
"KUN02","S_Iraqi_Jew-1",4888000
"KUN02","ERS700535",9205000
"KUN02","S_Kyrgyz-2",6702000
"KUN02","ERS985090",10669000
"KUN02","ERS700543",11807000
"KUN02","ERS984054",9531000
"KUN02","S_Brahui-1",4494000
"KUN02","S_Mala-3",7103000
"KUN02","S_Han-1",10622000
"KUN02","S_Naxi-2",7769000
"KUN02","S_Saami-2",7122000
"KUN02","ERS700558",10716000
"KUN02","S_Tubalar-1",7722000
"KUN02","S_Lezgin-1",4761000
"KUN02","S_Polish-1",5112000
"KUN02","ERS700562",8833000
"KUN02","S_Kusunda-2",5449000
"KUN02","S_Xibo-2",8244000
"KUN02","S_Lezgin-2",4102000
"KUN02","ERS724867",8290000
"KUN02","S_Norwegian-1",4740000
"KUN02","ERS699827",7722000
"KUN02","S_Bulgarian-1",4955000
"KUN02","ERS699813",9781000
"KUN02","S_Abkhasian-2",2644000
"KUN02","S_Brahmin-2",6157000
"KUN02","S_Kinh-2",7216000
"KUN02","S_Tuscan-1",3714000
"KUN02","S_Spanish-1",4729000
"KUN02","S_Yi-1",6933000
"KUN02","S_Thai-1",8527000
"KUN02","S_Palestinian-3",1850000
"KUN02","BUN05",32383000
"KUN02","S_Bergamo-2",3775000
"KUN02","13748_8",32857000
"KUN02","S_Kusunda-1",7305000
"KUN02","S_Tlingit-1",6444000
"KUN02","S_Albanian-1",4613000
"KUN02","S_Tubalar-2",9324000
"KUN02","ERS699824",8305000
"S_Burmese-2","ERS724868",11696000
"S_Burmese-2","S_Hazara-1",9438000
"S_Burmese-2","TAR05",6710000
"S_Burmese-2","S_Georgian-2",5273000
"S_Burmese-2","S_Japanese-1",15220000
"S_Burmese-2","S_Papuan-7",15087295
"S_Burmese-2","ERS724856",11857000
"S_Burmese-2","S_Sindhi-2",5190000
"S_Burmese-2","S_Papuan-10",13005183
"S_Burmese-2","UV1003",13491922
"S_Burmese-2","ERS700550",13333000
"S_Burmese-2","S_Kinh-1",16871000
"S_Burmese-2","ERS724872",13511000
"S_Burmese-2","UV1134",10970974
"S_Burmese-2","S_Yemenite_Jew-1",3067000
"S_Burmese-2","ERS724863",15332000
"S_Burmese-2","S_Ami-1",13181000
"S_Burmese-2","S_Czech-2",4141000
"S_Burmese-2","UV925",15121905
"S_Burmese-2","13784_4",7322000
"S_Burmese-2","S_Spanish-2",4864000
"S_Burmese-2","S_Balochi-1",5089000
"S_Burmese-2","S_French-1",3270000
"S_Burmese-2","13784_3",6596000
"S_Burmese-2","UV944",14817841
"S_Burmese-2","S_Papuan-5",14081710
"S_Burmese-2","S_Tu-1",15089000
"S_Burmese-2","S_Japanese-3",12181000
"S_Burmese-2","S_Finnish-3",6489000
"S_Burmese-2","UV1043",8521928
"S_Burmese-2","S_French-2",4676000
"S_Burmese-2","ERS699829",12584000
"S_Burmese-2","S_Jordanian-3",3624000
"S_Burmese-2","MEN05",7355000
"S_Burmese-2","TAR03",7125000
"S_Burmese-2","S_Aleut-1",10037000
"S_Burmese-2","UV518",13798829
"S_Burmese-2","S_Kalash-1",6688000
"S_Burmese-2","S_Oroqen-2",12627000
"S_Burmese-2","UV1042",6903247
"S_Burmese-2","ERS700556",10708000
"S_Burmese-2","S_Makrani-1",5518000
"S_Burmese-2","S_Miao-1",13065000
"S_Burmese-2","UV929",18854423
"S_Burmese-2","S_Naxi-3",16174000
"S_Burmese-2","S_She-2",12055000
"S_Burmese-2","ERS985091",12919000
"S_Burmese-2","ERS700546",13067000
"S_Burmese-2","S_Yi-2",14851000
"S_Burmese-2","S_Tujia-1",15139000
"S_Burmese-2","ERS700532",11929000
"S_Burmese-2","ERS724862",14819000
"S_Burmese-2","S_BedouinB-2",2785000
"S_Burmese-2","S_Armenian-1",4138000
"S_Burmese-2","UV043",10433513
"S_Burmese-2","UV305",9777836
"S_Burmese-2","S_Balochi-2",5344000
"S_Burmese-2","S_Bengali-1",6402000
"S_Burmese-2","13784_2",7038000
"S_Burmese-2","UV1196",12208139
"S_Burmese-2","UV979",15059096
"S_Burmese-2","S_Iraqi_Jew-2",2980000
"S_Burmese-2","S_Naxi-1",12979000
"S_Burmese-2","UV958",17180159
"S_Burmese-2","UV897",13260906
"S_Burmese-2","ERS724855",12321000
"S_Burmese-2","S_Hezhen-1",11419000
"S_Burmese-2","S_Chukchi-1",9118000
"S_Burmese-2","S_Adygei-1",4341000
"S_Burmese-2","S_Iranian-2",5660000
"S_Burmese-2","S_Yakut-1",12756000
"S_Burmese-2","S_Palestinian-2",3191000
"S_Burmese-2","BUN03",7466000
"S_Burmese-2","S_Relli-2",6505000
"S_Burmese-2","S_Papuan-3",12417484
"S_Burmese-2","S_Burmese-1",14357000
"S_Burmese-2","ERS724865",13402000
"S_Burmese-2","S_Icelandic-2",3789000
"S_Burmese-2","ERS724858",13212000
"S_Burmese-2","ERS724876",11322000
"S_Burmese-2","S_Palestinian-1",2621000
"S_Burmese-2","ERS700553",12279000
"S_Burmese-2","ERS700542",12442000
"S_Burmese-2","S_Papuan-1",14013222
"S_Burmese-2","S_Daur-2",13452000
"S_Burmese-2","ERS724860",12210000
"S_Burmese-2","S_Papuan-4",11488395
"S_Burmese-2","UV886",11040906
"S_Burmese-2","UV919",10455166
"S_Burmese-2","ERS699816",10029000
"S_Burmese-2","S_Jordanian-1",2236000
"S_Burmese-2","S_Sindhi-1",6530000
"S_Burmese-2","UV1224",9847518
"S_Burmese-2","S_Brahmin-1",5607000
"S_Burmese-2","S_Yadava-2",6549000
"S_Burmese-2","S_Saami-1",7212000
"S_Burmese-2","S_Icelandic-1",4544000
"S_Burmese-2","UV1230",13080415
"S_Burmese-2","S_Oroqen-1",13857000
"S_Burmese-2","S_Papuan-8",13534214
"S_Burmese-2","S_Papuan-13",14900832
"S_Burmese-2","UV580",13810648
"S_Burmese-2","S_Sardinian-2",4069000
"S_Burmese-2","S_Druze-1",3371000
"S_Burmese-2","S_Hezhen-2",12754000
"S_Burmese-2","13748_2",6853000
"S_Burmese-2","13733_8",7148000
"S_Burmese-2","S_Pathan-1",5081000
"S_Burmese-2","ERS700529",12935000
"S_Burmese-2","ERS700549",15129000
"S_Burmese-2","S_Papuan-14",13423412
"S_Burmese-2","S_Pathan-2",6017000
"S_Burmese-2","S_Estonian-1",4460000
"S_Burmese-2","ERS699823",12743000
"S_Burmese-2","S_Iranian-1",2954000
"S_Burmese-2","S_Mala-2",5027000
"S_Burmese-2","S_Han-2",12645000
"S_Burmese-2","S_Papuan-9",13720303
"S_Burmese-2","S_Estonian-2",5517000
"S_Burmese-2","S_Eskimo_Naukan-1",11841000
"S_Burmese-2","UV1260",15039936
"S_Burmese-2","S_She-1",13323000
"S_Burmese-2","MEN03",7012000
"S_Burmese-2","ERS985077",10610000
"S_Burmese-2","S_Korean-2",14844000
"S_Burmese-2","S_Kapu-2",6017000
"S_Burmese-2","S_Lahu-1",12388000
"S_Burmese-2","UV971",13086020
"S_Burmese-2","UV927",11754148
"S_Burmese-2","ERS699830",5841000
"S_Burmese-2","ERS724873",12540000
"S_Burmese-2","UV940",14629996
"S_Burmese-2","UV500",15329109
"S_Burmese-2","ERS699815",11789000
"S_Burmese-2","S_Itelman-1",11512000
"S_Burmese-2","MAR03",7373000
"S_Burmese-2","S_Kapu-1",7635000
"S_Burmese-2","UV923",10614964
"S_Burmese-2","S_Mansi-1",10890000
"S_Burmese-2","UV952",14865843
"S_Burmese-2","MAR02",6761000
"S_Burmese-2","BUN02",7080000
"S_Burmese-2","S_Eskimo_Naukan-2",11673000
"S_Burmese-2","S_Ulchi-1",16127000
"S_Burmese-2","ERS700534",13808000
"S_Burmese-2","S_Chechen-1",3940000
"S_Burmese-2","MEN02",6874000
"S_Burmese-2","ERS985092",13595000
"S_Burmese-2","S_Papuan-6",13368565
"S_Burmese-2","S_Kyrgyz-1",11379000
"S_Burmese-2","S_Finnish-1",4047000
"S_Burmese-2","UV986",11251690
"S_Burmese-2","S_Ulchi-2",10759000
"S_Burmese-2","ERS724870",11736000
"S_Burmese-2","13748_1",6905000
"S_Burmese-2","S_Mongola-1",14774000
"S_Burmese-2","13748_7",7011000
"S_Burmese-2","S_Adygei-2",5214000
"S_Burmese-2","UV573",15041815
"S_Burmese-2","S_Turkish-1",5196000
"S_Burmese-2","S_Greek-1",3769000
"S_Burmese-2","13748_3",5861000
"S_Burmese-2","S_Jordanian-2",3653000
"S_Burmese-2","ERS942344",13020000
"S_Burmese-2","S_Uygur-2",10606000
"S_Burmese-2","UV956",12334944
"S_Burmese-2","S_Russian-2",7190000
"S_Burmese-2","UV1266",12859509
"S_Burmese-2","ERS724833",13217000
"S_Burmese-2","ERS700531",13071000
"S_Burmese-2","SS6004472",6768000
"S_Burmese-2","ERS699821",13399000
"S_Burmese-2","S_Ami-2",14160000
"S_Burmese-2","ERS724849",10819000
"S_Burmese-2","ERS700552",13148000
"S_Burmese-2","ERS700533",12548000
"S_Burmese-2","S_Samaritan-1",3198000
"S_Burmese-2","S_Orcadian-2",3729000
"S_Burmese-2","S_Punjabi-3",4951000
"S_Burmese-2","TAR04",6708000
"S_Burmese-2","ERS699826",14298000
"S_Burmese-2","S_Aleut-2",10417000
"S_Burmese-2","ERS724871",10415000
"S_Burmese-2","ERS699825",11361000
"S_Burmese-2","S_Bergamo-1",4105000
"S_Burmese-2","MAR01",5935000
"S_Burmese-2","S_North_Ossetian-1",4417000
"S_Burmese-2","S_Punjabi-4",4262000
"S_Burmese-2","S_Basque-2",4712000
"S_Burmese-2","S_Madiga-2",6504000
"S_Burmese-2","S_Armenian-2",4887000
"S_Burmese-2","S_Tuscan-2",3620000
"S_Burmese-2","KUN01",7398000
"S_Burmese-2","S_Mongola-2",11487000
"S_Burmese-2","S_Burusho-2",6093000
"S_Burmese-2","S_Mansi-2",8835000
"S_Burmese-2","S_Hazara-2",10060000
"S_Burmese-2","MEN04",6724000
"S_Burmese-2","13748_4",8368000
"S_Burmese-2","S_Even-3",13550000
"S_Burmese-2","ERS699814",11160000
"S_Burmese-2","ERS700544",13177000
"S_Burmese-2","S_Bulgarian-2",4542000
"S_Burmese-2","ERS985078",12567000
"S_Burmese-2","KUN04",6939000
"S_Burmese-2","ERS724869",13600000
"S_Burmese-2","TAR01",6555000
"S_Burmese-2","S_Hungarian-2",4820000
"S_Burmese-2","S_Atayal-1",12506000
"S_Burmese-2","ERS700561",14271000
"S_Burmese-2","S_Cambodian-1",14684000
"S_Burmese-2","S_Xibo-1",15084000
"S_Burmese-2","13784_1",7167000
"S_Burmese-2","S_Tlingit-2",11478000
"S_Burmese-2","13748_5",7013000
"S_Burmese-2","UV946",11827972
"S_Burmese-2","S_Eskimo_Sireniki-2",14615000
"S_Burmese-2","S_Tu-2",14190000
"S_Burmese-2","S_Punjabi-2",5088000
"S_Burmese-2","ERS724864",12985000
"S_Burmese-2","S_Altaian-1",10835000
"S_Burmese-2","TAR02",7285000
"S_Burmese-2","ERS700541",13497000
"S_Burmese-2","ERS700536",13567000
"S_Burmese-2","S_English-1",5379000
"S_Burmese-2","S_Papuan-2",14816341
"S_Burmese-2","S_Eskimo_Sireniki-1",12081000
"S_Burmese-2","S_English-2",3273000
"S_Burmese-2","UV1263",12409101
"S_Burmese-2","S_Even-2",11630000
"S_Burmese-2","ERS724851",9231000
"S_Burmese-2","S_Kalash-2",4702000
"S_Burmese-2","S_Dai-1",15215000
"S_Burmese-2","S_Basque-1",4856000
"S_Burmese-2","MEN01",6687000
"S_Burmese-2","ERS699828",10486000
"S_Burmese-2","ERS700554",13228000
"S_Burmese-2","ERS700537",14336000
"S_Burmese-2","S_Sardinian-1",4735000
"S_Burmese-2","ERS724852",8266000
"S_Burmese-2","S_Finnish-2",6397000
"S_Burmese-2","S_Papuan-11",15846331
"S_Burmese-2","ERS699817",10926000
"S_Burmese-2","ERS700563",15973000
"S_Burmese-2","13784_5",6865000
"S_Burmese-2","S_Dai-2",14462000
"S_Burmese-2","S_Japanese-2",13571000
"S_Burmese-2","ERS700538",12617000
"S_Burmese-2","S_Uygur-1",8454000
"S_Burmese-2","S_BedouinB-1",3539000
"S_Burmese-2","S_Madiga-1",7401000
"S_Burmese-2","ERS724861",12997000
"S_Burmese-2","S_Tujia-2",12668000
"S_Burmese-2","MAR04",6637000
"S_Burmese-2","S_Miao-2",12714000
"S_Burmese-2","ERS700557",11851000
"S_Burmese-2","S_Greek-2",3327000
"S_Burmese-2","S_Punjabi-1",6350000
"S_Burmese-2","BUN01",6688000
"S_Burmese-2","S_Relli-1",7298000
"S_Burmese-2","ERS724853",13765000
"S_Burmese-2","ERS724874",12733000
"S_Burmese-2","ERS985079",11912000
"S_Burmese-2","KUN05",6986000
"S_Burmese-2","ERS699819",13916000
"S_Burmese-2","S_North_Ossetian-2",4416000
"S_Burmese-2","S_Papuan-12",12299640
"S_Burmese-2","S_Yakut-2",11538000
"S_Burmese-2","S_Dai-3",14620000
"S_Burmese-2","ERS700560",12892000
"S_Burmese-2","S_Tajik-2",6258000
"S_Burmese-2","S_Russian-1",4824000
"S_Burmese-2","ERS699818",9164000
"S_Burmese-2","BUN04",7039000
"S_Burmese-2","ERS724835",14101000
"S_Burmese-2","S_Bengali-2",6791000
"S_Burmese-2","ERS724854",14195000
"S_Burmese-2","UV964",13181181
"S_Burmese-2","S_Khonda_Dora-1",7295000
"S_Burmese-2","S_Abkhasian-1",5648000
"S_Burmese-2","ERS699822",14767000
"S_Burmese-2","ERS724850",5553000
"S_Burmese-2","ERS724866",13667000
"S_Burmese-2","S_Burusho-1",7969000
"S_Burmese-2","ERS724848",12969000
"S_Burmese-2","S_Irula-1",5971000
"S_Burmese-2","UV931",12470832
"S_Burmese-2","S_Yadava-1",7518000
"S_Burmese-2","S_Druze-2",3648000
"S_Burmese-2","UV910",12519542
"S_Burmese-2","S_Korean-1",11853000
"S_Burmese-2","S_Georgian-1",4337000
"S_Burmese-2","S_Orcadian-1",4983000
"S_Burmese-2","ERS699811",10158000
"S_Burmese-2","S_Tajik-1",5127000
"S_Burmese-2","S_Eskimo_Chaplin-1",10603000
"S_Burmese-2","KUN03",6087000
"S_Burmese-2","ERS700559",15440000
"S_Burmese-2","S_Thai-2",11982000
"S_Burmese-2","ERS724857",13130000
"S_Burmese-2","S_Even-1",12526000
"S_Burmese-2","ERS724834",12034000
"S_Burmese-2","S_Hungarian-1",4415000
"S_Burmese-2","MAR05",6765000
"S_Burmese-2","ERS699820",9854000
"S_Burmese-2","S_Makrani-2",3922000
"S_Burmese-2","S_Cambodian-2",12960000
"S_Burmese-2","ERS724859",12158000
"S_Burmese-2","ERS724875",14205000
"S_Burmese-2","13748_6",6758000
"S_Burmese-2","S_Lahu-2",12183000
"S_Burmese-2","S_Irula-2",6784000
"S_Burmese-2","ERS699812",10528000
"S_Burmese-2","S_Turkish-2",5625000
"S_Burmese-2","S_Yemenite_Jew-2",3444000
"S_Burmese-2","S_Brahui-2",4161000
"S_Burmese-2","S_Iraqi_Jew-1",3422000
"S_Burmese-2","ERS700535",11429000
"S_Burmese-2","S_Kyrgyz-2",10452000
"S_Burmese-2","ERS985090",12969000
"S_Burmese-2","ERS700543",13329000
"S_Burmese-2","ERS984054",11374000
"S_Burmese-2","S_Brahui-1",5030000
"S_Burmese-2","S_Mala-3",5422000
"S_Burmese-2","S_Han-1",17027000
"S_Burmese-2","S_Naxi-2",15344000
"S_Burmese-2","S_Saami-2",8600000
"S_Burmese-2","ERS700558",13148000
"S_Burmese-2","S_Tubalar-1",8972000
"S_Burmese-2","S_Lezgin-1",4403000
"S_Burmese-2","S_Polish-1",3555000
"S_Burmese-2","ERS700562",12664000
"S_Burmese-2","S_Kusunda-2",8457000
"S_Burmese-2","S_Xibo-2",11798000
"S_Burmese-2","S_Lezgin-2",4439000
"S_Burmese-2","ERS724867",11602000
"S_Burmese-2","S_Norwegian-1",5019000
"S_Burmese-2","ERS699827",9314000
"S_Burmese-2","S_Bulgarian-1",5599000
"S_Burmese-2","ERS699813",11397000
"S_Burmese-2","S_Abkhasian-2",2782000
"S_Burmese-2","S_Brahmin-2",6171000
"S_Burmese-2","S_Kinh-2",12828000
"S_Burmese-2","S_Tuscan-1",5421000
"S_Burmese-2","S_Spanish-1",4509000
"S_Burmese-2","S_Yi-1",12207000
"S_Burmese-2","S_Thai-1",13686000
"S_Burmese-2","S_Palestinian-3",2503000
"S_Burmese-2","BUN05",6526000
"S_Burmese-2","S_Bergamo-2",4194000
"S_Burmese-2","13748_8",7438000
"S_Burmese-2","S_Kusunda-1",8207000
"S_Burmese-2","S_Tlingit-1",8922000
"S_Burmese-2","S_Albanian-1",4989000
"S_Burmese-2","S_Tubalar-2",12017000
"S_Burmese-2","ERS699824",11737000
"ERS724868","S_Hazara-1",10766000
"ERS724868","TAR05",7694000
