"individual_1","individual_2","shared_x","shared_epas"
"TAR03","ERS700557",0,0
"TAR03","ERS700532",0,0
"TAR03","S_Uygur-1",0,0
"TAR03","S_Icelandic-1",0,0
"TAR03","S_Tlingit-1",0,0
"TAR03","S_Even-2",0,0
"TAR03","ERS699823",0,0
"TAR03","S_Burusho-1",0,0
"TAR03","UV931",201000,0
"TAR03","ERS699811",0,0
"TAR03","S_Hezhen-2",0,0
"TAR03","ERS700529",0,0
"TAR03","S_Sardinian-2",0,0
"TAR03","MEN02",208000,0
"TAR03","S_Madiga-2",0,0
"TAR03","ERS724857",0,0
"TAR03","S_Kalash-1",0,0
"TAR03","ERS724859",0,0
"TAR03","ERS724861",0,0
"TAR03","S_Lahu-1",0,0
"TAR03","S_Balochi-1",0,0
"TAR03","13748_3",203000,0
"TAR03","ERS700546",0,0
"TAR03","S_Palestinian-3",168000,0
"TAR03","S_Bulgarian-1",0,0
"TAR03","ERS724868",0,0
"TAR03","13748_2",34000,0
"TAR03","ERS700558",0,0
"TAR03","S_Daur-2",5000,0
"TAR03","S_Burmese-1",0,0
"TAR03","S_Yadava-1",0,0
"TAR03","S_Saami-2",0,0
"TAR03","S_Tlingit-2",48000,0
"TAR03","S_French-2",0,0
"TAR03","ERS985092",0,0
"TAR03","ERS724860",30000,0
"TAR03","UV1043",57000,0
"TAR03","ERS699813",0,0
"TAR03","S_Punjabi-4",39000,0
"TAR03","S_Tubalar-2",52000,0
"TAR03","MAR02",33000,0
"TAR03","S_English-1",0,0
"TAR03","S_Kyrgyz-2",0,0
"TAR03","S_Finnish-3",0,0
"TAR03","S_Kapu-2",0,0
"TAR03","ERS700537",0,0
"TAR03","S_Papuan-4",340000,0
"TAR03","13748_5",86000,0
"TAR03","ERS700561",0,0
"TAR03","S_Saami-1",0,0
"TAR03","KUN01",48000,0
"TAR03","SS6004472",237000,0
"TAR03","ERS700535",0,0
"TAR03","KUN03",48000,0
"TAR03","S_Orcadian-2",0,0
"TAR03","ERS699819",0,0
"TAR03","S_Tu-1",0,0
"TAR03","S_Pathan-2",43000,0
"TAR03","S_Brahmin-2",0,0
"TAR03","S_Altaian-1",0,0
"TAR03","S_Korean-2",0,0
"TAR03","TAR02",118000,0
"TAR03","S_Lezgin-1",0,0
"TAR03","13748_8",33000,0
"TAR03","S_Cambodian-1",0,0
"TAR03","ERS700560",0,0
"TAR03","UV952",0,0
"TAR03","S_Armenian-2",0,0
"TAR03","ERS700538",0,0
"TAR03","ERS699829",0,0
"TAR03","S_Even-1",0,0
"TAR03","13784_3",204000,0
"TAR03","ERS700552",0,0
"TAR03","ERS699815",0,0
"TAR03","ERS700554",0,0
"TAR03","ERS724874",0,0
"TAR03","UV944",0,0
"TAR03","S_Xibo-2",0,0
"TAR03","S_Orcadian-1",0,0
"TAR03","S_Papuan-13",218649,0
"TAR03","S_Irula-2",0,0
"TAR03","ERS700533",0,0
"TAR03","S_Icelandic-2",0,0
"TAR03","ERS699820",0,0
"TAR03","S_Burusho-2",27000,0
"TAR03","ERS699814",221000,0
"TAR03","S_Abkhasian-1",0,0
"TAR03","S_Itelman-1",0,0
"TAR03","ERS700534",0,0
"TAR03","S_Dai-3",0,0
"TAR03","S_Finnish-1",0,0
"TAR03","S_Palestinian-1",0,0
"TAR03","ERS700559",0,0
"TAR03","S_Tajik-2",0,0
"TAR03","S_Bulgarian-2",0,0
"TAR03","ERS724851",0,0
"TAR03","13748_4",77000,0
"TAR03","S_Papuan-11",77000,0
"TAR03","S_Hazara-1",0,0
"TAR03","ERS699828",0,0
"TAR03","ERS724853",0,0
"TAR03","ERS724865",0,0
"TAR03","ERS699812",0,0
"TAR03","MEN05",38000,0
"TAR03","S_Finnish-2",0,0
"TAR03","S_North_Ossetian-2",0,0
"TAR03","S_Iraqi_Jew-1",0,0
"TAR03","S_Chechen-1",0,0
"TAR03","S_Adygei-1",0,0
"TAR03","S_Balochi-2",0,0
"TAR03","S_Even-3",0,0
"TAR03","ERS724835",0,0
"TAR03","S_Greek-2",0,0
"TAR03","S_She-1",0,0
"TAR03","S_North_Ossetian-1",0,0
"TAR03","S_Yi-2",0,0
"TAR03","S_Mala-2",0,0
"TAR03","ERS985091",0,0
"TAR03","S_Spanish-1",0,0
"TAR03","S_Punjabi-1",0,0
"TAR03","S_Xibo-1",0,0
"TAR03","S_Japanese-3",0,0
"TAR03","S_French-1",0,0
"TAR03","ERS699827",0,0
"TAR03","S_Tujia-1",0,0
"TAR03","ERS942344",0,0
"TAR03","ERS724862",0,0
"TAR03","13784_5",151000,0
"TAR03","S_Tubalar-1",0,0
"TAR03","S_Aleut-1",0,0
"TAR03","S_Albanian-1",0,0
"TAR03","S_Czech-2",0,0
"TAR03","ERS724852",0,0
"TAR03","S_Miao-2",0,0
"TAR03","S_Lahu-2",0,0
"TAR03","KUN05",0,0
"TAR03","ERS700531",0,0
"TAR03","S_Basque-1",0,0
"TAR03","S_Bergamo-1",0,0
"TAR03","S_Norwegian-1",0,0
"TAR03","ERS699822",0,0
"TAR03","S_Makrani-2",0,0
"TAR03","S_Armenian-1",0,0
"TAR03","13748_1",33000,0
"TAR03","S_Turkish-1",0,0
"TAR03","S_Yemenite_Jew-1",0,0
"TAR03","S_Eskimo_Naukan-1",0,0
"TAR03","S_Bengali-1",0,0
"TAR03","S_Eskimo_Naukan-2",0,0
"TAR03","S_Yakut-1",40000,0
"TAR03","S_Hungarian-2",0,0
"TAR03","S_Relli-2",0,0
"TAR03","ERS724876",0,0
"TAR03","ERS724869",0,0
"TAR03","S_Eskimo_Sireniki-2",0,0
"TAR03","S_Tajik-1",0,0
"TAR03","S_BedouinB-1",0,0
"TAR03","ERS699825",0,0
"TAR03","ERS724872",0,0
"TAR03","S_Iranian-1",0,0
"TAR03","ERS700536",0,0
"TAR03","ERS699816",0,0
"TAR03","S_Burmese-2",246000,0
"TAR03","ERS724834",0,0
"TAR03","S_Kalash-2",151000,0
"TAR03","S_Punjabi-2",0,0
"TAR03","S_Sindhi-2",0,0
"TAR03","S_Eskimo_Sireniki-1",0,0
"TAR03","S_Mala-3",0,0
"TAR03","S_Georgian-2",0,0
"TAR03","ERS724849",0,0
"TAR03","S_Mansi-1",0,0
"TAR03","S_Spanish-2",0,0
"TAR03","S_Madiga-1",0,0
"TAR03","ERS700541",0,0
"TAR03","S_Iraqi_Jew-2",0,0
"TAR03","S_Ami-2",0,0
"TAR03","ERS700562",0,0
"TAR03","S_Sardinian-1",0,0
"TAR03","ERS724867",0,0
"TAR03","S_Mansi-2",40000,0
"UV979","S_Basque-2",0,0
"UV979","ERS724855",0,0
"UV979","ERS724864",0,0
"UV979","UV925",381000,0
"UV979","S_Jordanian-3",0,0
"UV979","UV923",23000,0
"UV979","ERS724863",0,0
"UV979","UV500",0,0
"UV979","S_Ulchi-2",56000,0
"UV979","S_Papuan-10",286445,0
"UV979","UV958",91000,0
"UV979","13784_1",32000,0
"UV979","S_Korean-1",0,0
"UV979","S_Hungarian-1",0,0
"UV979","S_Naxi-1",0,0
"UV979","ERS985077",160000,0
"UV979","MAR03",0,0
"UV979","UV1196",0,0
"UV979","S_Papuan-8",0,0
"UV979","UV986",0,0
"UV979","S_Papuan-2",432275,0
"UV979","UV956",134000,0
"UV979","UV940",379000,0
"UV979","S_Tu-2",166000,0
"UV979","S_Lezgin-2",0,0
"UV979","UV897",0,0
"UV979","ERS724875",0,0
"UV979","UV919",0,0
"UV979","TAR04",168000,0
"UV979","MAR05",169000,0
"UV979","S_Japanese-1",0,0
"UV979","S_Georgian-1",0,0
"UV979","MAR04",171000,0
"UV979","S_Tuscan-1",0,0
"UV979","13748_6",169000,0
"UV979","UV964",340000,0
"UV979","BUN02",0,0
"UV979","13784_2",0,0
"UV979","S_Yakut-2",17000,0
"UV979","S_English-2",0,0
"UV979","S_Atayal-1",0,0
"UV979","13733_8",235000,0
"UV979","S_Papuan-12",143539,0
"UV979","S_Papuan-5",63000,0
"UV979","ERS724866",0,0
"UV979","ERS700556",0,0
"UV979","MEN01",0,0
"UV979","S_Druze-2",0,0
"UV979","S_Polish-1",0,0
"UV979","S_Khonda_Dora-1",0,0
"UV979","S_Tuscan-2",0,0
"UV979","S_Kinh-1",0,0
"UV979","S_Yemenite_Jew-2",0,0
"UV979","S_Miao-1",0,0
"UV979","UV518",0,0
"UV979","S_Greek-1",0,0
"UV979","MEN04",150000,0
"UV979","UV1230",0,0
"UV979","ERS699824",0,0
"UV979","S_Russian-2",0,0
"UV979","S_Oroqen-1",160000,0
"UV979","ERS699818",11000,0
"UV979","ERS699826",0,0
"UV979","MAR01",55000,0
"UV979","TAR05",53000,0
"UV979","ERS700553",0,0
"UV979","S_Jordanian-2",0,0
"UV979","UV1260",0,0
"UV979","S_Yadava-2",0,0
"UV979","KUN04",0,0
"UV979","S_Dai-1",0,0
"UV979","S_Estonian-1",0,0
"UV979","S_Hazara-2",0,0
"UV979","S_Cambodian-2",0,0
"UV979","S_Ami-1",0,0
"UV979","S_Brahmin-1",0,0
"UV979","S_Adygei-2",0,0
"UV979","UV886",340000,0
"UV979","S_Thai-1",160000,0
"UV979","S_Makrani-1",0,0
"UV979","ERS724856",0,0
"UV979","S_Bengali-2",0,0
"UV979","ERS724833",3000,0
"UV979","S_Han-2",4000,0
"UV979","S_Jordanian-1",0,0
"UV979","ERS700549",0,0
"UV979","S_Brahui-1",0,0
"UV979","S_Eskimo_Chaplin-1",0,0
"UV979","S_Sindhi-1",0,0
"UV979","UV971",340000,0
"UV979","S_Japanese-2",0,0
"UV979","UV946",340000,0
"UV979","UV1224",38000,0
"UV979","S_Yi-1",0,0
"UV979","UV043",0,0
"UV979","S_Mongola-1",3000,0
"UV979","S_Papuan-1",51025,0
"UV979","S_Thai-2",0,0
"UV979","ERS699821",0,0
"UV979","S_Brahui-2",0,0
"UV979","ERS699830",0,0
"UV979","KUN02",0,0
"UV979","UV1003",66000,0
"UV979","S_Papuan-3",174000,0
"UV979","UV1263",161000,0
"UV979","ERS700563",0,0
"UV979","S_Papuan-6",0,0
"UV979","S_Uygur-2",0,0
"UV979","S_Han-1",71000,0
"UV979","TAR01",173000,0
"UV979","S_Kapu-1",0,0
"UV979","UV929",474000,0
"UV979","S_She-2",0,0
"UV979","BUN03",60000,0
"UV979","S_Dai-2",0,0
"UV979","ERS724873",0,0
"UV979","13784_4",170000,0
"UV979","S_Hezhen-1",0,0
"UV979","S_Kyrgyz-1",0,0
"UV979","BUN04",0,0
"UV979","S_Mongola-2",143000,0
"UV979","S_BedouinB-2",0,0
"UV979","ERS985090",0,0
"UV979","MEN03",93000,0
"UV979","ERS700550",0,0
"UV979","UV305",0,0
"UV979","ERS724848",36000,0
"UV979","UV1042",0,0
"UV979","UV1134",0,0
"UV979","ERS700544",208000,0
"UV979","BUN05",93000,0
"UV979","S_Estonian-2",125000,0
"UV979","S_Pathan-1",0,0
"UV979","S_Kusunda-1",160000,0
"UV979","S_Abkhasian-2",0,0
"UV979","ERS699817",163000,0
"UV979","S_Chukchi-1",0,0
"UV979","S_Turkish-2",0,0
"UV979","S_Aleut-2",0,0
"UV979","S_Samaritan-1",0,0
"UV979","S_Kinh-2",0,0
"UV979","ERS724850",0,0
"UV979","UV573",0,0
"UV979","S_Russian-1",0,0
"UV979","ERS724858",0,0
"UV979","ERS724854",0,0
"UV979","S_Ulchi-1",0,0
"UV979","ERS724870",0,0
"UV979","S_Relli-1",0,0
"UV979","ERS724871",0,0
"UV979","ERS700543",0,0
"UV979","ERS985078",0,0
"UV979","13748_7",0,0
"UV979","S_Irula-1",0,0
"UV979","ERS984054",0,0
"UV979","S_Papuan-14",416000,0
"UV979","ERS985079",0,0
"UV979","S_Oroqen-2",208000,0
"UV979","S_Naxi-3",24000,0
"UV979","UV580",0,0
"UV979","S_Druze-1",0,0
"UV979","S_Palestinian-2",0,0
"UV979","ERS700557",0,0
"UV979","ERS700532",0,0
"UV979","S_Uygur-1",7000,0
"UV979","S_Icelandic-1",45000,0
"UV979","S_Tlingit-1",0,0
"UV979","S_Even-2",0,0
"UV979","ERS699823",0,0
"UV979","S_Burusho-1",0,0
"UV979","UV931",457000,0
"UV979","ERS699811",0,0
"UV979","S_Hezhen-2",160000,0
"UV979","ERS700529",0,0
"UV979","S_Sardinian-2",0,0
"UV979","MEN02",208000,0
"UV979","S_Madiga-2",0,0
"UV979","ERS724857",0,0
"UV979","S_Kalash-1",0,0
"UV979","ERS724859",0,0
"UV979","ERS724861",0,0
"UV979","S_Lahu-1",9000,0
"UV979","S_Balochi-1",0,0
"UV979","13748_3",0,0
"UV979","ERS700546",0,0
"UV979","S_Palestinian-3",0,0
"UV979","S_Bulgarian-1",0,0
"UV979","ERS724868",0,0
"UV979","13748_2",165000,0
"UV979","ERS700558",0,0
"UV979","S_Daur-2",169000,0
"UV979","S_Burmese-1",0,0
"UV979","S_Yadava-1",0,0
"UV979","S_Saami-2",0,0
"UV979","S_Tlingit-2",202000,0
"UV979","S_French-2",0,0
"UV979","ERS985092",0,0
"UV979","ERS724860",30000,0
"UV979","UV1043",25000,0
"UV979","ERS699813",0,0
"UV979","S_Punjabi-4",13000,0
"UV979","S_Tubalar-2",10000,0
"UV979","MAR02",0,0
"UV979","S_English-1",0,0
"UV979","S_Kyrgyz-2",0,0
"UV979","S_Finnish-3",0,0
"UV979","S_Kapu-2",0,0
"UV979","ERS700537",0,0
"UV979","S_Papuan-4",0,0
"UV979","13748_5",0,0
"UV979","ERS700561",0,0
"UV979","S_Saami-1",0,0
"UV979","KUN01",0,0
"UV979","SS6004472",169000,0
"UV979","ERS700535",0,0
"UV979","KUN03",31000,0
"UV979","S_Orcadian-2",0,0
"UV979","ERS699819",163000,0
"UV979","S_Tu-1",0,0
"UV979","S_Pathan-2",0,0
"UV979","S_Brahmin-2",0,0
"UV979","S_Altaian-1",0,0
"UV979","S_Korean-2",0,0
"UV979","TAR02",36000,0
"UV979","S_Lezgin-1",0,0
"UV979","13748_8",0,0
"UV979","S_Cambodian-1",239000,0
"UV979","ERS700560",0,0
"UV979","UV952",0,0
"UV979","S_Armenian-2",0,0
"UV979","ERS700538",0,0
"UV979","ERS699829",0,0
"UV979","S_Even-1",0,0
"UV979","13784_3",168000,0
"UV979","ERS700552",0,0
"UV979","ERS699815",0,0
"UV979","ERS700554",0,0
"UV979","ERS724874",0,0
"UV979","UV944",86000,0
"UV979","S_Xibo-2",0,0
"UV979","S_Orcadian-1",0,0
"UV979","S_Papuan-13",416000,0
"UV979","S_Irula-2",0,0
"UV979","ERS700533",24000,0
"UV979","S_Icelandic-2",0,0
"UV979","ERS699820",0,0
"UV979","S_Burusho-2",6000,0
"UV979","ERS699814",0,0
"UV979","S_Abkhasian-1",0,0
"UV979","S_Itelman-1",0,0
"UV979","ERS700534",0,0
"UV979","S_Dai-3",0,0
"UV979","S_Finnish-1",0,0
"UV979","S_Palestinian-1",0,0
"UV979","ERS700559",1000,0
"UV979","S_Tajik-2",0,0
"UV979","S_Bulgarian-2",0,0
"UV979","ERS724851",0,0
"UV979","13748_4",137000,0
"UV979","S_Papuan-11",392277,0
"UV979","S_Hazara-1",0,0
"UV979","ERS699828",0,0
"UV979","ERS724853",0,0
"UV979","ERS724865",0,0
"UV979","ERS699812",0,0
"UV979","MEN05",114000,0
"UV979","S_Finnish-2",0,0
"UV979","S_North_Ossetian-2",80000,0
"UV979","S_Iraqi_Jew-1",0,0
"UV979","S_Chechen-1",22000,0
"UV979","S_Adygei-1",0,0
"UV979","S_Balochi-2",0,0
"UV979","S_Even-3",17000,0
"UV979","ERS724835",0,0
"UV979","S_Greek-2",0,0
"UV979","S_She-1",0,0
"UV979","S_North_Ossetian-1",0,0
"UV979","S_Yi-2",0,0
"UV979","S_Mala-2",0,0
"UV979","ERS985091",3000,0
"UV979","S_Spanish-1",0,0
"UV979","S_Punjabi-1",0,0
"UV979","S_Xibo-1",21000,0
"UV979","S_Japanese-3",0,0
"UV979","S_French-1",0,0
"UV979","ERS699827",0,0
"UV979","S_Tujia-1",4000,0
"UV979","ERS942344",0,0
"UV979","ERS724862",0,0
"UV979","13784_5",59000,0
"UV979","S_Tubalar-1",4000,0
"UV979","S_Aleut-1",0,0
"UV979","S_Albanian-1",0,0
"UV979","S_Czech-2",0,0
"UV979","ERS724852",0,0
"UV979","S_Miao-2",0,0
"UV979","S_Lahu-2",0,0
"UV979","KUN05",0,0
"UV979","ERS700531",0,0
"UV979","S_Basque-1",0,0
"UV979","S_Bergamo-1",0,0
"UV979","S_Norwegian-1",0,0
"UV979","ERS699822",160000,0
"UV979","S_Makrani-2",0,0
"UV979","S_Armenian-1",0,0
"UV979","13748_1",141000,0
"UV979","S_Turkish-1",0,0
"UV979","S_Yemenite_Jew-1",0,0
"UV979","S_Eskimo_Naukan-1",0,0
"UV979","S_Bengali-1",0,0
"UV979","S_Eskimo_Naukan-2",0,0
"UV979","S_Yakut-1",50000,0
"UV979","S_Hungarian-2",0,0
"UV979","S_Relli-2",0,0
"UV979","ERS724876",0,0
"UV979","ERS724869",0,0
"UV979","S_Eskimo_Sireniki-2",0,0
"UV979","S_Tajik-1",146000,0
"UV979","S_BedouinB-1",0,0
"UV979","ERS699825",0,0
"UV979","ERS724872",160000,0
"UV979","S_Iranian-1",0,0
"UV979","ERS700536",0,0
"UV979","ERS699816",0,0
"UV979","S_Burmese-2",0,0
"UV979","ERS724834",0,0
"UV979","S_Kalash-2",145000,0
"UV979","S_Punjabi-2",0,0
"UV979","S_Sindhi-2",0,0
"UV979","S_Eskimo_Sireniki-1",0,0
"UV979","S_Mala-3",0,0
"UV979","S_Georgian-2",0,0
"UV979","ERS724849",0,0
"UV979","S_Mansi-1",0,0
"UV979","S_Spanish-2",0,0
"UV979","S_Madiga-1",0,0
"UV979","ERS700541",0,0
"UV979","S_Iraqi_Jew-2",0,0
"UV979","S_Ami-2",0,0
"UV979","ERS700562",4000,0
"UV979","S_Sardinian-1",0,0
"UV979","ERS724867",0,0
"UV979","S_Mansi-2",7000,0
"S_Basque-2","ERS724855",0,0
"S_Basque-2","ERS724864",0,0
"S_Basque-2","UV925",0,0
"S_Basque-2","S_Jordanian-3",0,0
"S_Basque-2","UV923",0,0
"S_Basque-2","ERS724863",22000,0
"S_Basque-2","UV500",0,0
"S_Basque-2","S_Ulchi-2",0,0
"S_Basque-2","S_Papuan-10",0,0
"S_Basque-2","UV958",0,0
"S_Basque-2","13784_1",0,0
"S_Basque-2","S_Korean-1",0,0
"S_Basque-2","S_Hungarian-1",70000,0
"S_Basque-2","S_Naxi-1",0,0
"S_Basque-2","ERS985077",0,0
"S_Basque-2","MAR03",0,0
"S_Basque-2","UV1196",0,0
"S_Basque-2","S_Papuan-8",0,0
"S_Basque-2","UV986",0,0
"S_Basque-2","S_Papuan-2",0,0
"S_Basque-2","UV956",0,0
"S_Basque-2","UV940",0,0
"S_Basque-2","S_Tu-2",69000,0
"S_Basque-2","S_Lezgin-2",0,0
"S_Basque-2","UV897",0,0
"S_Basque-2","ERS724875",0,0
"S_Basque-2","UV919",0,0
"S_Basque-2","TAR04",36000,0
"S_Basque-2","MAR05",30000,0
"S_Basque-2","S_Japanese-1",0,0
"S_Basque-2","S_Georgian-1",0,0
"S_Basque-2","MAR04",88000,0
"S_Basque-2","S_Tuscan-1",32000,111000
"S_Basque-2","13748_6",25000,0
"S_Basque-2","UV964",0,0
"S_Basque-2","BUN02",30000,0
"S_Basque-2","13784_2",30000,0
"S_Basque-2","S_Yakut-2",0,0
"S_Basque-2","S_English-2",0,0
"S_Basque-2","S_Atayal-1",0,0
"S_Basque-2","13733_8",95000,0
"S_Basque-2","S_Papuan-12",0,0
"S_Basque-2","S_Papuan-5",0,0
"S_Basque-2","ERS724866",0,0
"S_Basque-2","ERS700556",0,0
"S_Basque-2","MEN01",0,0
"S_Basque-2","S_Druze-2",0,0
"S_Basque-2","S_Polish-1",0,0
"S_Basque-2","S_Khonda_Dora-1",0,0
"S_Basque-2","S_Tuscan-2",0,0
"S_Basque-2","S_Kinh-1",0,0
"S_Basque-2","S_Yemenite_Jew-2",0,0
"S_Basque-2","S_Miao-1",0,0
"S_Basque-2","UV518",0,0
"S_Basque-2","S_Greek-1",0,0
"S_Basque-2","MEN04",90000,0
"S_Basque-2","UV1230",0,0
"S_Basque-2","ERS699824",0,0
"S_Basque-2","S_Russian-2",0,0
"S_Basque-2","S_Oroqen-1",0,0
"S_Basque-2","ERS699818",0,0
"S_Basque-2","ERS699826",0,0
"S_Basque-2","MAR01",101000,0
"S_Basque-2","TAR05",88000,0
"S_Basque-2","ERS700553",0,0
"S_Basque-2","S_Jordanian-2",0,0
"S_Basque-2","UV1260",0,0
"S_Basque-2","S_Yadava-2",0,0
"S_Basque-2","KUN04",105000,0
"S_Basque-2","S_Dai-1",32000,0
"S_Basque-2","S_Estonian-1",0,0
"S_Basque-2","S_Hazara-2",0,0
"S_Basque-2","S_Cambodian-2",0,0
"S_Basque-2","S_Ami-1",0,0
"S_Basque-2","S_Brahmin-1",0,0
"S_Basque-2","S_Adygei-2",69000,0
"S_Basque-2","UV886",0,0
"S_Basque-2","S_Thai-1",0,0
"S_Basque-2","S_Makrani-1",0,0
"S_Basque-2","ERS724856",0,0
"S_Basque-2","S_Bengali-2",0,0
"S_Basque-2","ERS724833",0,83000
"S_Basque-2","S_Han-2",0,0
"S_Basque-2","S_Jordanian-1",0,0
"S_Basque-2","ERS700549",0,0
"S_Basque-2","S_Brahui-1",0,70000
"S_Basque-2","S_Eskimo_Chaplin-1",0,0
"S_Basque-2","S_Sindhi-1",0,0
"S_Basque-2","UV971",0,0
"S_Basque-2","S_Japanese-2",0,0
"S_Basque-2","UV946",0,0
"S_Basque-2","UV1224",0,0
"S_Basque-2","S_Yi-1",0,0
"S_Basque-2","UV043",0,0
"S_Basque-2","S_Mongola-1",0,0
"S_Basque-2","S_Papuan-1",0,0
"S_Basque-2","S_Thai-2",35000,0
"S_Basque-2","ERS699821",0,60000
"S_Basque-2","S_Brahui-2",0,0
"S_Basque-2","ERS699830",0,0
"S_Basque-2","KUN02",76000,0
"S_Basque-2","UV1003",0,0
"S_Basque-2","S_Papuan-3",0,0
"S_Basque-2","UV1263",0,0
"S_Basque-2","ERS700563",0,0
"S_Basque-2","S_Papuan-6",0,0
"S_Basque-2","S_Uygur-2",0,0
"S_Basque-2","S_Han-1",36000,0
"S_Basque-2","TAR01",0,0
"S_Basque-2","S_Kapu-1",0,0
"S_Basque-2","UV929",0,0
"S_Basque-2","S_She-2",0,0
"S_Basque-2","BUN03",36000,0
"S_Basque-2","S_Dai-2",0,0
"S_Basque-2","ERS724873",0,0
"S_Basque-2","13784_4",70000,0
"S_Basque-2","S_Hezhen-1",0,0
"S_Basque-2","S_Kyrgyz-1",0,0
"S_Basque-2","BUN04",40000,0
"S_Basque-2","S_Mongola-2",54000,0
"S_Basque-2","S_BedouinB-2",0,0
"S_Basque-2","ERS985090",0,0
"S_Basque-2","MEN03",30000,0
"S_Basque-2","ERS700550",0,0
"S_Basque-2","UV305",0,0
"S_Basque-2","ERS724848",0,0
"S_Basque-2","UV1042",0,0
"S_Basque-2","UV1134",0,0
"S_Basque-2","ERS700544",0,0
"S_Basque-2","BUN05",59000,0
"S_Basque-2","S_Estonian-2",0,0
"S_Basque-2","S_Pathan-1",0,0
"S_Basque-2","S_Kusunda-1",0,0
"S_Basque-2","S_Abkhasian-2",0,0
"S_Basque-2","ERS699817",0,0
"S_Basque-2","S_Chukchi-1",0,0
"S_Basque-2","S_Turkish-2",64000,0
"S_Basque-2","S_Aleut-2",21000,0
"S_Basque-2","S_Samaritan-1",0,0
"S_Basque-2","S_Kinh-2",0,0
"S_Basque-2","ERS724850",0,20000
"S_Basque-2","UV573",0,0
"S_Basque-2","S_Russian-1",0,0
"S_Basque-2","ERS724858",0,0
"S_Basque-2","ERS724854",0,0
"S_Basque-2","S_Ulchi-1",0,0
"S_Basque-2","ERS724870",0,0
"S_Basque-2","S_Relli-1",0,0
"S_Basque-2","ERS724871",0,0
"S_Basque-2","ERS700543",0,0
"S_Basque-2","ERS985078",0,0
"S_Basque-2","13748_7",94000,0
"S_Basque-2","S_Irula-1",0,0
"S_Basque-2","ERS984054",0,0
"S_Basque-2","S_Papuan-14",75000,0
"S_Basque-2","ERS985079",0,0
"S_Basque-2","S_Oroqen-2",63000,0
"S_Basque-2","S_Naxi-3",0,60000
"S_Basque-2","UV580",0,0
"S_Basque-2","S_Druze-1",0,0
"S_Basque-2","S_Palestinian-2",0,0
"S_Basque-2","ERS700557",0,60000
"S_Basque-2","ERS700532",0,0
"S_Basque-2","S_Uygur-1",0,0
"S_Basque-2","S_Icelandic-1",34000,0
"S_Basque-2","S_Tlingit-1",0,111000
"S_Basque-2","S_Even-2",0,0
"S_Basque-2","ERS699823",0,60000
"S_Basque-2","S_Burusho-1",0,0
"S_Basque-2","UV931",0,0
"S_Basque-2","ERS699811",0,0
"S_Basque-2","S_Hezhen-2",91000,0
"S_Basque-2","ERS700529",0,67000
"S_Basque-2","S_Sardinian-2",36000,0
"S_Basque-2","MEN02",97000,0
"S_Basque-2","S_Madiga-2",0,0
"S_Basque-2","ERS724857",0,0
"S_Basque-2","S_Kalash-1",0,0
"S_Basque-2","ERS724859",0,0
"S_Basque-2","ERS724861",0,0
"S_Basque-2","S_Lahu-1",32000,0
"S_Basque-2","S_Balochi-1",0,0
"S_Basque-2","13748_3",61000,0
"S_Basque-2","ERS700546",0,0
"S_Basque-2","S_Palestinian-3",0,0
"S_Basque-2","S_Bulgarian-1",0,0
"S_Basque-2","ERS724868",0,0
"S_Basque-2","13748_2",30000,0
"S_Basque-2","ERS700558",25000,0
"S_Basque-2","S_Daur-2",83000,93000
"S_Basque-2","S_Burmese-1",0,0
"S_Basque-2","S_Yadava-1",0,0
"S_Basque-2","S_Saami-2",0,0
"S_Basque-2","S_Tlingit-2",66000,0
"S_Basque-2","S_French-2",90000,0
"S_Basque-2","ERS985092",0,0
"S_Basque-2","ERS724860",0,0
"S_Basque-2","UV1043",0,0
"S_Basque-2","ERS699813",0,0
"S_Basque-2","S_Punjabi-4",69000,0
"S_Basque-2","S_Tubalar-2",69000,0
"S_Basque-2","MAR02",46000,0
"S_Basque-2","S_English-1",0,0
"S_Basque-2","S_Kyrgyz-2",0,0
"S_Basque-2","S_Finnish-3",0,56000
"S_Basque-2","S_Kapu-2",0,0
"S_Basque-2","ERS700537",0,0
"S_Basque-2","S_Papuan-4",0,0
"S_Basque-2","13748_5",88000,0
"S_Basque-2","ERS700561",0,0
"S_Basque-2","S_Saami-1",0,0
"S_Basque-2","KUN01",67000,0
"S_Basque-2","SS6004472",25000,0
"S_Basque-2","ERS700535",0,62000
"S_Basque-2","KUN03",76000,0
"S_Basque-2","S_Orcadian-2",36000,0
"S_Basque-2","ERS699819",0,62000
"S_Basque-2","S_Tu-1",0,0
"S_Basque-2","S_Pathan-2",36000,26000
"S_Basque-2","S_Brahmin-2",0,0
"S_Basque-2","S_Altaian-1",0,0
"S_Basque-2","S_Korean-2",36000,0
"S_Basque-2","TAR02",36000,0
"S_Basque-2","S_Lezgin-1",20000,0
"S_Basque-2","13748_8",76000,0
"S_Basque-2","S_Cambodian-1",0,0
"S_Basque-2","ERS700560",0,0
"S_Basque-2","UV952",0,0
"S_Basque-2","S_Armenian-2",0,0
"S_Basque-2","ERS700538",0,0
"S_Basque-2","ERS699829",0,0
"S_Basque-2","S_Even-1",32000,0
"S_Basque-2","13784_3",94000,0
"S_Basque-2","ERS700552",18000,0
"S_Basque-2","ERS699815",0,0
"S_Basque-2","ERS700554",0,0
"S_Basque-2","ERS724874",0,0
"S_Basque-2","UV944",0,0
"S_Basque-2","S_Xibo-2",0,0
"S_Basque-2","S_Orcadian-1",0,0
