"individual_1","individual_2","shared_x","shared_epas"
"UV1230","ERS700563",0,0
"UV1230","S_Papuan-6",507245,0
"UV1230","S_Uygur-2",127000,0
"UV1230","S_Han-1",0,0
"UV1230","TAR01",1022000,0
"UV1230","S_Kapu-1",0,0
"UV1230","UV929",0,0
"UV1230","S_She-2",0,0
"UV1230","BUN03",0,0
"UV1230","S_Dai-2",47000,0
"UV1230","ERS724873",0,0
"UV1230","13784_4",205000,0
"UV1230","S_Hezhen-1",0,0
"UV1230","S_Kyrgyz-1",0,0
"UV1230","BUN04",1023000,0
"UV1230","S_Mongola-2",0,0
"UV1230","S_BedouinB-2",0,0
"UV1230","ERS985090",0,0
"UV1230","MEN03",0,0
"UV1230","ERS700550",0,0
"UV1230","UV305",182000,0
"UV1230","ERS724848",0,0
"UV1230","UV1042",965000,0
"UV1230","UV1134",0,0
"UV1230","ERS700544",181000,0
"UV1230","BUN05",0,0
"UV1230","S_Estonian-2",0,0
"UV1230","S_Pathan-1",0,0
"UV1230","S_Kusunda-1",0,0
"UV1230","S_Abkhasian-2",0,0
"UV1230","ERS699817",0,0
"UV1230","S_Chukchi-1",0,0
"UV1230","S_Turkish-2",0,0
"UV1230","S_Aleut-2",0,0
"UV1230","S_Samaritan-1",0,0
"UV1230","S_Kinh-2",0,0
"UV1230","ERS724850",0,0
"UV1230","UV573",0,0
"UV1230","S_Russian-1",0,0
"UV1230","ERS724858",0,0
"UV1230","ERS724854",0,0
"UV1230","S_Ulchi-1",0,0
"UV1230","ERS724870",0,0
"UV1230","S_Relli-1",0,0
"UV1230","ERS724871",0,0
"UV1230","ERS700543",0,0
"UV1230","ERS985078",0,0
"UV1230","13748_7",358000,0
"UV1230","S_Irula-1",0,0
"UV1230","ERS984054",0,0
"UV1230","S_Papuan-14",572204,0
"UV1230","ERS985079",399000,0
"UV1230","S_Oroqen-2",0,0
"UV1230","S_Naxi-3",0,0
"UV1230","UV580",0,0
"UV1230","S_Druze-1",0,0
"UV1230","S_Palestinian-2",0,0
"UV1230","ERS700557",0,0
"UV1230","ERS700532",0,0
"UV1230","S_Uygur-1",0,0
"UV1230","S_Icelandic-1",0,0
"UV1230","S_Tlingit-1",0,0
"UV1230","S_Even-2",0,0
"UV1230","ERS699823",0,0
"UV1230","S_Burusho-1",0,0
"UV1230","UV931",157000,0
"UV1230","ERS699811",0,0
"UV1230","S_Hezhen-2",0,0
"UV1230","ERS700529",0,0
"UV1230","S_Sardinian-2",0,0
"UV1230","MEN02",779000,0
"UV1230","S_Madiga-2",0,0
"UV1230","ERS724857",0,0
"UV1230","S_Kalash-1",0,0
"UV1230","ERS724859",0,0
"UV1230","ERS724861",0,0
"UV1230","S_Lahu-1",0,0
"UV1230","S_Balochi-1",0,0
"UV1230","13748_3",1173000,0
"UV1230","ERS700546",0,0
"UV1230","S_Palestinian-3",182000,0
"UV1230","S_Bulgarian-1",0,0
"UV1230","ERS724868",0,0
"UV1230","13748_2",0,0
"UV1230","ERS700558",0,0
"UV1230","S_Daur-2",0,0
"UV1230","S_Burmese-1",0,0
"UV1230","S_Yadava-1",0,0
"UV1230","S_Saami-2",0,0
"UV1230","S_Tlingit-2",633000,0
"UV1230","S_French-2",0,0
"UV1230","ERS985092",0,0
"UV1230","ERS724860",0,0
"UV1230","UV1043",32000,0
"UV1230","ERS699813",0,0
"UV1230","S_Punjabi-4",0,0
"UV1230","S_Tubalar-2",0,0
"UV1230","MAR02",0,0
"UV1230","S_English-1",0,0
"UV1230","S_Kyrgyz-2",0,0
"UV1230","S_Finnish-3",0,0
"UV1230","S_Kapu-2",0,0
"UV1230","ERS700537",0,0
"UV1230","S_Papuan-4",2229979,0
"UV1230","13748_5",60000,0
"UV1230","ERS700561",0,0
"UV1230","S_Saami-1",0,0
"UV1230","KUN01",866000,0
"UV1230","SS6004472",202000,0
"UV1230","ERS700535",0,0
"UV1230","KUN03",888000,0
"UV1230","S_Orcadian-2",0,0
"UV1230","ERS699819",0,0
"UV1230","S_Tu-1",0,0
"UV1230","S_Pathan-2",0,0
"UV1230","S_Brahmin-2",0,0
"UV1230","S_Altaian-1",0,0
"UV1230","S_Korean-2",0,0
"UV1230","TAR02",85000,0
"UV1230","S_Lezgin-1",0,0
"UV1230","13748_8",0,0
"UV1230","S_Cambodian-1",37000,0
"UV1230","ERS700560",0,0
"UV1230","UV952",0,0
"UV1230","S_Armenian-2",0,0
"UV1230","ERS700538",0,0
"UV1230","ERS699829",0,0
"UV1230","S_Even-1",0,0
"UV1230","13784_3",182000,0
"UV1230","ERS700552",0,0
"UV1230","ERS699815",0,0
"UV1230","ERS700554",0,0
"UV1230","ERS724874",0,0
"UV1230","UV944",37000,0
"UV1230","S_Xibo-2",0,0
"UV1230","S_Orcadian-1",0,0
"UV1230","S_Papuan-13",0,0
"UV1230","S_Irula-2",0,0
"UV1230","ERS700533",0,0
"UV1230","S_Icelandic-2",0,0
"UV1230","ERS699820",0,0
"UV1230","S_Burusho-2",0,0
"UV1230","ERS699814",0,0
"UV1230","S_Abkhasian-1",0,0
"UV1230","S_Itelman-1",0,0
"UV1230","ERS700534",46000,0
"UV1230","S_Dai-3",0,0
"UV1230","S_Finnish-1",0,0
"UV1230","S_Palestinian-1",0,0
"UV1230","ERS700559",0,0
"UV1230","S_Tajik-2",0,0
"UV1230","S_Bulgarian-2",0,0
"UV1230","ERS724851",0,0
"UV1230","13748_4",0,0
"UV1230","S_Papuan-11",191000,0
"UV1230","S_Hazara-1",0,0
"UV1230","ERS699828",0,0
"UV1230","ERS724853",0,0
"UV1230","ERS724865",0,0
"UV1230","ERS699812",0,0
"UV1230","MEN05",31000,0
"UV1230","S_Finnish-2",0,0
"UV1230","S_North_Ossetian-2",0,0
"UV1230","S_Iraqi_Jew-1",24000,0
"UV1230","S_Chechen-1",0,0
"UV1230","S_Adygei-1",0,0
"UV1230","S_Balochi-2",0,0
"UV1230","S_Even-3",0,0
"UV1230","ERS724835",0,0
"UV1230","S_Greek-2",0,0
"UV1230","S_She-1",0,0
"UV1230","S_North_Ossetian-1",0,0
"UV1230","S_Yi-2",176000,0
"UV1230","S_Mala-2",0,0
"UV1230","ERS985091",0,0
"UV1230","S_Spanish-1",0,0
"UV1230","S_Punjabi-1",0,0
"UV1230","S_Xibo-1",45000,0
"UV1230","S_Japanese-3",0,0
"UV1230","S_French-1",0,0
"UV1230","ERS699827",0,0
"UV1230","S_Tujia-1",49000,0
"UV1230","ERS942344",0,0
"UV1230","ERS724862",0,0
"UV1230","13784_5",0,0
"UV1230","S_Tubalar-1",0,0
"UV1230","S_Aleut-1",0,0
"UV1230","S_Albanian-1",2000,0
"UV1230","S_Czech-2",0,0
"UV1230","ERS724852",0,0
"UV1230","S_Miao-2",155000,0
"UV1230","S_Lahu-2",0,0
"UV1230","KUN05",0,0
"UV1230","ERS700531",0,0
"UV1230","S_Basque-1",0,0
"UV1230","S_Bergamo-1",0,0
"UV1230","S_Norwegian-1",0,0
"UV1230","ERS699822",0,0
"UV1230","S_Makrani-2",0,0
"UV1230","S_Armenian-1",0,0
"UV1230","13748_1",0,0
"UV1230","S_Turkish-1",0,0
"UV1230","S_Yemenite_Jew-1",0,0
"UV1230","S_Eskimo_Naukan-1",0,0
"UV1230","S_Bengali-1",0,0
"UV1230","S_Eskimo_Naukan-2",0,0
"UV1230","S_Yakut-1",0,0
"UV1230","S_Hungarian-2",0,0
"UV1230","S_Relli-2",0,0
"UV1230","ERS724876",0,0
"UV1230","ERS724869",0,0
"UV1230","S_Eskimo_Sireniki-2",0,0
"UV1230","S_Tajik-1",0,0
"UV1230","S_BedouinB-1",0,0
"UV1230","ERS699825",0,0
"UV1230","ERS724872",0,0
"UV1230","S_Iranian-1",0,0
"UV1230","ERS700536",0,0
"UV1230","ERS699816",0,0
"UV1230","S_Burmese-2",0,0
"UV1230","ERS724834",0,0
"UV1230","S_Kalash-2",151000,0
"UV1230","S_Punjabi-2",0,0
"UV1230","S_Sindhi-2",0,0
"UV1230","S_Eskimo_Sireniki-1",0,0
"UV1230","S_Mala-3",0,0
"UV1230","S_Georgian-2",0,0
"UV1230","ERS724849",0,0
"UV1230","S_Mansi-1",0,0
"UV1230","S_Spanish-2",0,0
"UV1230","S_Madiga-1",0,0
"UV1230","ERS700541",0,0
"UV1230","S_Iraqi_Jew-2",0,0
"UV1230","S_Ami-2",0,0
"UV1230","ERS700562",0,0
"UV1230","S_Sardinian-1",0,0
"UV1230","ERS724867",0,0
"UV1230","S_Mansi-2",0,0
"ERS699824","S_Russian-2",0,0
"ERS699824","S_Oroqen-1",49000,0
"ERS699824","ERS699818",0,0
"ERS699824","ERS699826",50000,0
"ERS699824","MAR01",0,0
"ERS699824","TAR05",0,0
"ERS699824","ERS700553",140000,0
"ERS699824","S_Jordanian-2",0,0
"ERS699824","UV1260",0,0
"ERS699824","S_Yadava-2",0,0
"ERS699824","KUN04",0,0
"ERS699824","S_Dai-1",50000,0
"ERS699824","S_Estonian-1",0,0
"ERS699824","S_Hazara-2",0,0
"ERS699824","S_Cambodian-2",106000,0
"ERS699824","S_Ami-1",0,0
"ERS699824","S_Brahmin-1",0,0
"ERS699824","S_Adygei-2",0,0
"ERS699824","UV886",0,0
"ERS699824","S_Thai-1",0,0
"ERS699824","S_Makrani-1",0,0
"ERS699824","ERS724856",0,0
"ERS699824","S_Bengali-2",0,0
"ERS699824","ERS724833",0,0
"ERS699824","S_Han-2",0,0
"ERS699824","S_Jordanian-1",0,0
"ERS699824","ERS700549",0,0
"ERS699824","S_Brahui-1",91000,0
"ERS699824","S_Eskimo_Chaplin-1",0,0
"ERS699824","S_Sindhi-1",0,0
"ERS699824","UV971",0,0
"ERS699824","S_Japanese-2",0,0
"ERS699824","UV946",0,0
"ERS699824","UV1224",0,0
"ERS699824","S_Yi-1",0,0
"ERS699824","UV043",0,0
"ERS699824","S_Mongola-1",70000,0
"ERS699824","S_Papuan-1",0,0
"ERS699824","S_Thai-2",0,0
"ERS699824","ERS699821",0,0
"ERS699824","S_Brahui-2",0,0
"ERS699824","ERS699830",0,0
"ERS699824","KUN02",0,0
"ERS699824","UV1003",0,0
"ERS699824","S_Papuan-3",0,0
"ERS699824","UV1263",0,0
"ERS699824","ERS700563",0,0
"ERS699824","S_Papuan-6",0,0
"ERS699824","S_Uygur-2",0,0
"ERS699824","S_Han-1",0,0
"ERS699824","TAR01",0,0
"ERS699824","S_Kapu-1",0,0
"ERS699824","UV929",0,0
"ERS699824","S_She-2",0,0
"ERS699824","BUN03",0,0
"ERS699824","S_Dai-2",0,0
"ERS699824","ERS724873",0,0
"ERS699824","13784_4",0,0
"ERS699824","S_Hezhen-1",0,0
"ERS699824","S_Kyrgyz-1",50000,0
"ERS699824","BUN04",0,0
"ERS699824","S_Mongola-2",0,0
"ERS699824","S_BedouinB-2",276000,0
"ERS699824","ERS985090",0,0
"ERS699824","MEN03",0,0
"ERS699824","ERS700550",0,0
"ERS699824","UV305",0,0
"ERS699824","ERS724848",0,0
"ERS699824","UV1042",0,0
"ERS699824","UV1134",0,0
"ERS699824","ERS700544",0,0
"ERS699824","BUN05",0,0
"ERS699824","S_Estonian-2",0,0
"ERS699824","S_Pathan-1",0,0
"ERS699824","S_Kusunda-1",0,0
"ERS699824","S_Abkhasian-2",0,0
"ERS699824","ERS699817",0,0
"ERS699824","S_Chukchi-1",0,0
"ERS699824","S_Turkish-2",0,0
"ERS699824","S_Aleut-2",0,0
"ERS699824","S_Samaritan-1",0,0
"ERS699824","S_Kinh-2",0,0
"ERS699824","ERS724850",87000,0
"ERS699824","UV573",0,0
"ERS699824","S_Russian-1",0,0
"ERS699824","ERS724858",0,0
"ERS699824","ERS724854",273000,0
"ERS699824","S_Ulchi-1",126000,0
"ERS699824","ERS724870",0,0
"ERS699824","S_Relli-1",0,0
"ERS699824","ERS724871",0,0
"ERS699824","ERS700543",33000,0
"ERS699824","ERS985078",50000,0
"ERS699824","13748_7",0,0
"ERS699824","S_Irula-1",0,0
"ERS699824","ERS984054",50000,0
"ERS699824","S_Papuan-14",0,0
"ERS699824","ERS985079",0,0
"ERS699824","S_Oroqen-2",166000,0
"ERS699824","S_Naxi-3",59000,0
"ERS699824","UV580",0,0
"ERS699824","S_Druze-1",0,0
"ERS699824","S_Palestinian-2",0,0
"ERS699824","ERS700557",0,0
"ERS699824","ERS700532",0,0
"ERS699824","S_Uygur-1",0,0
"ERS699824","S_Icelandic-1",0,0
"ERS699824","S_Tlingit-1",0,0
"ERS699824","S_Even-2",0,0
"ERS699824","ERS699823",0,0
"ERS699824","S_Burusho-1",0,0
"ERS699824","UV931",0,0
"ERS699824","ERS699811",0,0
"ERS699824","S_Hezhen-2",0,0
"ERS699824","ERS700529",117000,0
"ERS699824","S_Sardinian-2",0,0
"ERS699824","MEN02",0,0
"ERS699824","S_Madiga-2",0,0
"ERS699824","ERS724857",0,0
"ERS699824","S_Kalash-1",0,0
"ERS699824","ERS724859",9000,0
"ERS699824","ERS724861",0,0
"ERS699824","S_Lahu-1",0,0
"ERS699824","S_Balochi-1",0,0
"ERS699824","13748_3",0,0
"ERS699824","ERS700546",0,0
"ERS699824","S_Palestinian-3",0,0
"ERS699824","S_Bulgarian-1",0,0
"ERS699824","ERS724868",0,0
"ERS699824","13748_2",0,0
"ERS699824","ERS700558",0,0
"ERS699824","S_Daur-2",148000,0
"ERS699824","S_Burmese-1",0,0
"ERS699824","S_Yadava-1",48000,0
"ERS699824","S_Saami-2",0,0
"ERS699824","S_Tlingit-2",0,0
"ERS699824","S_French-2",0,0
"ERS699824","ERS985092",0,0
"ERS699824","ERS724860",0,0
"ERS699824","UV1043",0,0
"ERS699824","ERS699813",0,0
"ERS699824","S_Punjabi-4",0,0
"ERS699824","S_Tubalar-2",91000,0
"ERS699824","MAR02",0,0
"ERS699824","S_English-1",0,0
"ERS699824","S_Kyrgyz-2",70000,0
"ERS699824","S_Finnish-3",128000,0
"ERS699824","S_Kapu-2",0,0
"ERS699824","ERS700537",0,0
"ERS699824","S_Papuan-4",0,0
"ERS699824","13748_5",0,0
"ERS699824","ERS700561",0,0
"ERS699824","S_Saami-1",0,0
"ERS699824","KUN01",0,0
"ERS699824","SS6004472",0,0
"ERS699824","ERS700535",0,0
"ERS699824","KUN03",0,0
"ERS699824","S_Orcadian-2",0,0
"ERS699824","ERS699819",0,0
"ERS699824","S_Tu-1",0,0
"ERS699824","S_Pathan-2",0,0
"ERS699824","S_Brahmin-2",0,0
"ERS699824","S_Altaian-1",0,0
"ERS699824","S_Korean-2",347000,0
"ERS699824","TAR02",0,0
"ERS699824","S_Lezgin-1",0,0
"ERS699824","13748_8",0,0
"ERS699824","S_Cambodian-1",0,0
"ERS699824","ERS700560",0,0
"ERS699824","UV952",0,0
"ERS699824","S_Armenian-2",0,0
"ERS699824","ERS700538",0,0
"ERS699824","ERS699829",50000,0
"ERS699824","S_Even-1",0,0
"ERS699824","13784_3",0,0
"ERS699824","ERS700552",0,0
"ERS699824","ERS699815",0,0
"ERS699824","ERS700554",0,0
"ERS699824","ERS724874",78000,0
"ERS699824","UV944",0,0
"ERS699824","S_Xibo-2",0,0
"ERS699824","S_Orcadian-1",0,0
"ERS699824","S_Papuan-13",0,0
"ERS699824","S_Irula-2",72000,0
"ERS699824","ERS700533",0,0
"ERS699824","S_Icelandic-2",0,0
"ERS699824","ERS699820",0,0
"ERS699824","S_Burusho-2",0,0
"ERS699824","ERS699814",0,0
"ERS699824","S_Abkhasian-1",0,0
"ERS699824","S_Itelman-1",8000,0
"ERS699824","ERS700534",0,0
"ERS699824","S_Dai-3",287000,0
"ERS699824","S_Finnish-1",0,0
"ERS699824","S_Palestinian-1",0,0
"ERS699824","ERS700559",113000,0
"ERS699824","S_Tajik-2",0,0
"ERS699824","S_Bulgarian-2",0,0
"ERS699824","ERS724851",0,0
"ERS699824","13748_4",0,0
"ERS699824","S_Papuan-11",0,0
"ERS699824","S_Hazara-1",0,0
"ERS699824","ERS699828",0,0
"ERS699824","ERS724853",347000,0
"ERS699824","ERS724865",0,0
"ERS699824","ERS699812",0,0
"ERS699824","MEN05",0,0
"ERS699824","S_Finnish-2",0,0
"ERS699824","S_North_Ossetian-2",0,0
"ERS699824","S_Iraqi_Jew-1",0,0
"ERS699824","S_Chechen-1",0,0
"ERS699824","S_Adygei-1",0,0
"ERS699824","S_Balochi-2",0,0
"ERS699824","S_Even-3",0,0
"ERS699824","ERS724835",29000,0
"ERS699824","S_Greek-2",0,0
"ERS699824","S_She-1",50000,0
"ERS699824","S_North_Ossetian-1",0,0
"ERS699824","S_Yi-2",19000,0
"ERS699824","S_Mala-2",0,0
"ERS699824","ERS985091",0,0
"ERS699824","S_Spanish-1",0,0
"ERS699824","S_Punjabi-1",0,0
"ERS699824","S_Xibo-1",0,0
"ERS699824","S_Japanese-3",111000,0
"ERS699824","S_French-1",0,0
"ERS699824","ERS699827",0,0
"ERS699824","S_Tujia-1",0,0
"ERS699824","ERS942344",0,0
"ERS699824","ERS724862",0,0
"ERS699824","13784_5",0,0
"ERS699824","S_Tubalar-1",0,0
"ERS699824","S_Aleut-1",0,0
"ERS699824","S_Albanian-1",0,0
"ERS699824","S_Czech-2",0,0
"ERS699824","ERS724852",0,0
"ERS699824","S_Miao-2",278000,0
"ERS699824","S_Lahu-2",0,0
"ERS699824","KUN05",0,0
"ERS699824","ERS700531",0,0
"ERS699824","S_Basque-1",0,0
"ERS699824","S_Bergamo-1",0,0
"ERS699824","S_Norwegian-1",0,0
"ERS699824","ERS699822",29000,0
"ERS699824","S_Makrani-2",0,0
"ERS699824","S_Armenian-1",0,0
"ERS699824","13748_1",0,0
"ERS699824","S_Turkish-1",0,0
"ERS699824","S_Yemenite_Jew-1",0,0
"ERS699824","S_Eskimo_Naukan-1",276000,0
"ERS699824","S_Bengali-1",0,0
"ERS699824","S_Eskimo_Naukan-2",0,0
"ERS699824","S_Yakut-1",0,0
"ERS699824","S_Hungarian-2",0,0
"ERS699824","S_Relli-2",0,0
"ERS699824","ERS724876",0,0
"ERS699824","ERS724869",0,0
"ERS699824","S_Eskimo_Sireniki-2",0,0
"ERS699824","S_Tajik-1",0,0
"ERS699824","S_BedouinB-1",0,0
"ERS699824","ERS699825",29000,0
"ERS699824","ERS724872",0,0
"ERS699824","S_Iranian-1",0,0
"ERS699824","ERS700536",0,0
"ERS699824","ERS699816",0,0
"ERS699824","S_Burmese-2",204000,0
"ERS699824","ERS724834",0,0
"ERS699824","S_Kalash-2",0,0
"ERS699824","S_Punjabi-2",0,0
"ERS699824","S_Sindhi-2",50000,0
"ERS699824","S_Eskimo_Sireniki-1",0,0
"ERS699824","S_Mala-3",0,0
"ERS699824","S_Georgian-2",0,0
"ERS699824","ERS724849",0,0
"ERS699824","S_Mansi-1",0,0
"ERS699824","S_Spanish-2",0,0
"ERS699824","S_Madiga-1",0,0
"ERS699824","ERS700541",140000,0
"ERS699824","S_Iraqi_Jew-2",0,0
"ERS699824","S_Ami-2",0,0
"ERS699824","ERS700562",0,0
"ERS699824","S_Sardinian-1",0,0
"ERS699824","ERS724867",0,0
"ERS699824","S_Mansi-2",0,0
"S_Russian-2","S_Oroqen-1",0,0
"S_Russian-2","ERS699818",0,0
"S_Russian-2","ERS699826",0,0
"S_Russian-2","MAR01",0,0
"S_Russian-2","TAR05",0,0
"S_Russian-2","ERS700553",0,0
"S_Russian-2","S_Jordanian-2",0,0
"S_Russian-2","UV1260",0,0
"S_Russian-2","S_Yadava-2",0,0
"S_Russian-2","KUN04",0,0
"S_Russian-2","S_Dai-1",0,0
"S_Russian-2","S_Estonian-1",0,0
"S_Russian-2","S_Hazara-2",0,0
"S_Russian-2","S_Cambodian-2",0,0
"S_Russian-2","S_Ami-1",0,0
"S_Russian-2","S_Brahmin-1",0,0
"S_Russian-2","S_Adygei-2",0,0
"S_Russian-2","UV886",0,0
"S_Russian-2","S_Thai-1",0,0
"S_Russian-2","S_Makrani-1",0,0
"S_Russian-2","ERS724856",0,0
"S_Russian-2","S_Bengali-2",37000,0
"S_Russian-2","ERS724833",0,0
"S_Russian-2","S_Han-2",0,0
"S_Russian-2","S_Jordanian-1",0,0
"S_Russian-2","ERS700549",0,0
"S_Russian-2","S_Brahui-1",0,0
"S_Russian-2","S_Eskimo_Chaplin-1",0,0
"S_Russian-2","S_Sindhi-1",0,0
"S_Russian-2","UV971",0,0
"S_Russian-2","S_Japanese-2",0,0
"S_Russian-2","UV946",0,0
"S_Russian-2","UV1224",0,0
"S_Russian-2","S_Yi-1",0,0
"S_Russian-2","UV043",0,0
"S_Russian-2","S_Mongola-1",0,0
"S_Russian-2","S_Papuan-1",0,0
"S_Russian-2","S_Thai-2",0,0
"S_Russian-2","ERS699821",0,0
"S_Russian-2","S_Brahui-2",0,0
"S_Russian-2","ERS699830",0,0
"S_Russian-2","KUN02",0,0
"S_Russian-2","UV1003",0,0
"S_Russian-2","S_Papuan-3",0,0
"S_Russian-2","UV1263",0,0
"S_Russian-2","ERS700563",0,0
"S_Russian-2","S_Papuan-6",0,0
"S_Russian-2","S_Uygur-2",0,0
"S_Russian-2","S_Han-1",0,0
"S_Russian-2","TAR01",0,0
"S_Russian-2","S_Kapu-1",0,0
"S_Russian-2","UV929",0,0
"S_Russian-2","S_She-2",0,0
"S_Russian-2","BUN03",0,0
"S_Russian-2","S_Dai-2",0,0
"S_Russian-2","ERS724873",0,0
"S_Russian-2","13784_4",0,0
"S_Russian-2","S_Hezhen-1",0,0
"S_Russian-2","S_Kyrgyz-1",0,0
"S_Russian-2","BUN04",0,0
"S_Russian-2","S_Mongola-2",0,0
"S_Russian-2","S_BedouinB-2",0,0
"S_Russian-2","ERS985090",0,0
"S_Russian-2","MEN03",0,0
"S_Russian-2","ERS700550",0,0
"S_Russian-2","UV305",0,0
"S_Russian-2","ERS724848",0,0
"S_Russian-2","UV1042",0,0
"S_Russian-2","UV1134",0,0
"S_Russian-2","ERS700544",0,0
"S_Russian-2","BUN05",0,0
"S_Russian-2","S_Estonian-2",0,0
"S_Russian-2","S_Pathan-1",0,0
"S_Russian-2","S_Kusunda-1",0,0
"S_Russian-2","S_Abkhasian-2",0,0
"S_Russian-2","ERS699817",0,0
"S_Russian-2","S_Chukchi-1",0,0
"S_Russian-2","S_Turkish-2",28000,0
"S_Russian-2","S_Aleut-2",0,0
"S_Russian-2","S_Samaritan-1",33000,0
"S_Russian-2","S_Kinh-2",0,0
"S_Russian-2","ERS724850",0,0
"S_Russian-2","UV573",0,0
"S_Russian-2","S_Russian-1",0,0
"S_Russian-2","ERS724858",0,0
"S_Russian-2","ERS724854",0,0
"S_Russian-2","S_Ulchi-1",0,0
"S_Russian-2","ERS724870",0,0
"S_Russian-2","S_Relli-1",0,0
"S_Russian-2","ERS724871",0,0
"S_Russian-2","ERS700543",0,0
"S_Russian-2","ERS985078",0,0
"S_Russian-2","13748_7",0,0
"S_Russian-2","S_Irula-1",0,0
"S_Russian-2","ERS984054",0,0
"S_Russian-2","S_Papuan-14",0,0
"S_Russian-2","ERS985079",0,0
"S_Russian-2","S_Oroqen-2",0,0
"S_Russian-2","S_Naxi-3",0,0
"S_Russian-2","UV580",0,0
"S_Russian-2","S_Druze-1",0,0
"S_Russian-2","S_Palestinian-2",29000,0
"S_Russian-2","ERS700557",0,0
"S_Russian-2","ERS700532",0,0
"S_Russian-2","S_Uygur-1",0,0
"S_Russian-2","S_Icelandic-1",0,0
"S_Russian-2","S_Tlingit-1",0,0
"S_Russian-2","S_Even-2",0,0
"S_Russian-2","ERS699823",0,0
"S_Russian-2","S_Burusho-1",0,0
"S_Russian-2","UV931",0,0
"S_Russian-2","ERS699811",0,0
"S_Russian-2","S_Hezhen-2",0,0
"S_Russian-2","ERS700529",0,0
"S_Russian-2","S_Sardinian-2",0,0
"S_Russian-2","MEN02",0,0
"S_Russian-2","S_Madiga-2",0,0
"S_Russian-2","ERS724857",0,0
"S_Russian-2","S_Kalash-1",0,0
"S_Russian-2","ERS724859",0,0
"S_Russian-2","ERS724861",0,0
"S_Russian-2","S_Lahu-1",0,0
"S_Russian-2","S_Balochi-1",30000,0
"S_Russian-2","13748_3",0,0
"S_Russian-2","ERS700546",0,0
"S_Russian-2","S_Palestinian-3",36000,0
"S_Russian-2","S_Bulgarian-1",35000,0
"S_Russian-2","ERS724868",0,0
"S_Russian-2","13748_2",0,0
"S_Russian-2","ERS700558",0,0
"S_Russian-2","S_Daur-2",0,0
"S_Russian-2","S_Burmese-1",0,0
"S_Russian-2","S_Yadava-1",28000,0
"S_Russian-2","S_Saami-2",29000,0
"S_Russian-2","S_Tlingit-2",0,0
"S_Russian-2","S_French-2",0,0
"S_Russian-2","ERS985092",0,0
"S_Russian-2","ERS724860",0,0
"S_Russian-2","UV1043",0,0
"S_Russian-2","ERS699813",0,0
"S_Russian-2","S_Punjabi-4",0,0
"S_Russian-2","S_Tubalar-2",0,0
"S_Russian-2","MAR02",0,0
"S_Russian-2","S_English-1",0,0
"S_Russian-2","S_Kyrgyz-2",0,0
"S_Russian-2","S_Finnish-3",0,0
"S_Russian-2","S_Kapu-2",0,0
"S_Russian-2","ERS700537",0,0
"S_Russian-2","S_Papuan-4",0,0
"S_Russian-2","13748_5",0,0
"S_Russian-2","ERS700561",0,0
"S_Russian-2","S_Saami-1",0,0
"S_Russian-2","KUN01",0,0
"S_Russian-2","SS6004472",0,0
"S_Russian-2","ERS700535",0,0
"S_Russian-2","KUN03",0,0
"S_Russian-2","S_Orcadian-2",0,0
"S_Russian-2","ERS699819",0,0
"S_Russian-2","S_Tu-1",0,0
"S_Russian-2","S_Pathan-2",38000,0
"S_Russian-2","S_Brahmin-2",0,0
"S_Russian-2","S_Altaian-1",0,0
"S_Russian-2","S_Korean-2",0,0
"S_Russian-2","TAR02",0,0
"S_Russian-2","S_Lezgin-1",0,0
"S_Russian-2","13748_8",0,0
"S_Russian-2","S_Cambodian-1",0,0
"S_Russian-2","ERS700560",0,0
"S_Russian-2","UV952",0,0
"S_Russian-2","S_Armenian-2",0,0
"S_Russian-2","ERS700538",0,0
"S_Russian-2","ERS699829",0,0
"S_Russian-2","S_Even-1",0,0
"S_Russian-2","13784_3",0,0
"S_Russian-2","ERS700552",0,0
"S_Russian-2","ERS699815",0,0
"S_Russian-2","ERS700554",0,0
"S_Russian-2","ERS724874",0,0
"S_Russian-2","UV944",0,0
"S_Russian-2","S_Xibo-2",0,0
"S_Russian-2","S_Orcadian-1",107000,0
"S_Russian-2","S_Papuan-13",0,0
"S_Russian-2","S_Irula-2",0,0
"S_Russian-2","ERS700533",0,0
"S_Russian-2","S_Icelandic-2",0,0
"S_Russian-2","ERS699820",0,0
"S_Russian-2","S_Burusho-2",0,0
"S_Russian-2","ERS699814",0,0
"S_Russian-2","S_Abkhasian-1",0,0
"S_Russian-2","S_Itelman-1",35000,0
"S_Russian-2","ERS700534",0,0
"S_Russian-2","S_Dai-3",0,0
"S_Russian-2","S_Finnish-1",13000,0
"S_Russian-2","S_Palestinian-1",0,0
"S_Russian-2","ERS700559",0,0
"S_Russian-2","S_Tajik-2",0,0
"S_Russian-2","S_Bulgarian-2",0,0
"S_Russian-2","ERS724851",0,0
"S_Russian-2","13748_4",0,0
"S_Russian-2","S_Papuan-11",0,0
"S_Russian-2","S_Hazara-1",0,0
"S_Russian-2","ERS699828",0,0
"S_Russian-2","ERS724853",0,0
"S_Russian-2","ERS724865",0,0
"S_Russian-2","ERS699812",0,0
"S_Russian-2","MEN05",0,0
"S_Russian-2","S_Finnish-2",0,0
"S_Russian-2","S_North_Ossetian-2",77000,0
"S_Russian-2","S_Iraqi_Jew-1",106000,0
"S_Russian-2","S_Chechen-1",0,0
"S_Russian-2","S_Adygei-1",0,0
"S_Russian-2","S_Balochi-2",0,0
