"individual_1","individual_2","total_length"
"TAR04","UV979",86740308
"TAR04","S_Eskimo_Sireniki-1",13774000
"TAR04","UV043",88834522
"TAR04","S_Han-2",17097000
"TAR04","ERS699818",18961000
"TAR04","S_Turkish-1",11270000
"TAR04","S_Papuan-1",127334938
"TAR04","ERS700549",21900000
"TAR04","S_Papuan-13",133714582
"TAR04","S_French-2",10167000
"TAR04","ERS700554",18908000
"TAR04","ERS724860",17500000
"TAR04","ERS700544",19080000
"TAR04","ERS724848",17702000
"TAR04","S_Sardinian-2",9349000
"TAR04","KUN04",72482000
"TAR04","S_Papuan-11",121661570
"TAR04","BUN02",71815000
"TAR04","UV919",69535704
"TAR04","UV1042",83696472
"TAR04","ERS724855",18091000
"TAR04","TAR03",78060000
"TAR04","UV931",82795565
"TAR04","S_Basque-1",9688000
"TAR04","UV1134",86201748
"TAR04","ERS699817",14747000
"TAR04","TAR02",78594000
"TAR04","UV929",80168179
"TAR04","S_Tubalar-1",14136000
"TAR04","UV925",73298045
"TAR04","ERS700541",18351000
"TAR04","ERS985077",19579000
"TAR04","BUN03",72676000
"TAR04","S_Altaian-1",16432000
"TAR04","S_Irula-2",13370000
"TAR04","S_Atayal-1",17152000
"TAR04","ERS700536",19265000
"TAR04","UV971",77056608
"TAR04","S_Korean-2",18162000
"TAR04","S_Saami-2",13843000
"TAR04","S_Kinh-1",18534000
"TAR04","S_Brahui-2",10693000
"TAR04","13748_1",71216000
"TAR04","13784_1",70499000
"TAR04","S_Orcadian-1",11134000
"TAR04","S_Papuan-3",121412286
"TAR04","ERS724857",16065000
"TAR04","ERS724870",17842000
"TAR04","S_Eskimo_Chaplin-1",15306000
"TAR04","S_Georgian-2",11145000
"TAR04","S_Greek-2",8384000
"TAR04","S_Punjabi-2",14286000
"TAR04","ERS942344",17281000
"TAR04","S_Ulchi-1",16129000
"TAR04","ERS699816",15730000
"TAR04","S_Naxi-3",18280000
"TAR04","S_Chechen-1",11452000
"TAR04","S_Miao-2",16868000
"TAR04","ERS699823",17268000
"TAR04","S_Papuan-7",120227769
"TAR04","ERS724863",19425000
"TAR04","ERS724869",16963000
"TAR04","ERS700552",17870000
"TAR04","S_Papuan-9",127562077
"TAR04","KUN01",74099000
"TAR04","S_Tlingit-1",12567000
"TAR04","UV1266",85107147
"TAR04","S_Papuan-5",113093818
"TAR04","S_She-1",15255000
"TAR04","S_Armenian-1",9223000
"TAR04","S_Finnish-2",11588000
"TAR04","ERS700550",18389000
"TAR04","S_Brahmin-1",14406000
"TAR04","S_Irula-1",13345000
"TAR04","UV952",72467777
"TAR04","S_Adygei-2",12233000
"TAR04","UV946",80339855
"TAR04","S_Yakut-2",15395000
"TAR04","13748_6",74070000
"TAR04","13748_7",74512000
"TAR04","ERS985091",16090000
"TAR04","ERS724856",19179000
"TAR04","S_North_Ossetian-2",10238000
"TAR04","S_Oroqen-1",17446000
"TAR04","UV958",83050513
"TAR04","TAR05",77409000
"TAR04","S_Papuan-14",122940178
"TAR04","S_Kusunda-1",17848000
"TAR04","UV886",75657023
"TAR04","S_Papuan-2",118624990
"TAR04","S_Hezhen-2",15918000
"TAR04","S_North_Ossetian-1",8626000
"TAR04","UV1043",78704192
"TAR04","S_English-1",10075000
"TAR04","ERS700557",17813000
"TAR04","S_Papuan-4",110882565
"TAR04","ERS700542",18132000
"TAR04","ERS699830",14044000
"TAR04","UV1224",84856414
"TAR04","ERS700556",17414000
"TAR04","S_Kyrgyz-1",14306000
"TAR04","BUN01",70909000
"TAR04","UV1260",76737957
"TAR04","ERS724864",17514000
"TAR04","S_Han-1",19032000
"TAR04","UV500",76794215
"TAR04","S_Mala-2",14457000
"TAR04","S_Dai-2",17314000
"TAR04","S_Dai-1",16078000
"TAR04","13748_2",71250000
"TAR04","UV1263",85874442
"TAR04","S_Ulchi-2",15484000
"TAR04","S_Turkish-2",9679000
"TAR04","S_Itelman-1",13757000
"TAR04","S_Iranian-1",10024000
"TAR04","ERS700531",18043000
"TAR04","ERS724873",18004000
"TAR04","S_Norwegian-1",11052000
"TAR04","ERS724854",17772000
"TAR04","S_Bulgarian-2",9739000
"TAR04","S_Eskimo_Naukan-2",11956000
"TAR04","S_Burmese-2",15389000
"TAR04","S_Xibo-1",16411000
"TAR04","S_Saami-1",11676000
"TAR04","S_Balochi-1",11567000
"TAR04","MAR01",68584000
"TAR04","ERS724865",18605000
"TAR04","S_Daur-2",15076000
"TAR04","S_Kalash-1",10767000
"TAR04","ERS724858",16054000
"TAR04","S_Icelandic-2",9894000
"TAR04","ERS699829",15312000
"TAR04","UV964",85658058
"TAR04","ERS699824",15384000
"TAR04","S_Naxi-2",16652000
"TAR04","S_Uygur-2",13656000
"TAR04","ERS724875",16096000
"TAR04","S_Tlingit-2",14209000
"TAR04","S_Papuan-12",114908750
"TAR04","KUN02",75829000
"TAR04","MEN05",74694000
"TAR04","ERS724862",19511000
"TAR04","ERS724871",16681000
"TAR04","S_Tajik-2",11550000
"TAR04","ERS699811",16706000
"TAR04","S_Kyrgyz-2",14149000
"TAR04","ERS724850",16348000
"TAR04","UV944",80470835
"TAR04","ERS700559",18126000
"TAR04","KUN03",72677000
"TAR04","ERS700538",18873000
"TAR04","S_Bergamo-1",9279000
"TAR04","S_Kusunda-2",13250000
"TAR04","S_Ami-2",15594000
"TAR04","ERS724849",15453000
"TAR04","S_Polish-1",10867000
"TAR04","S_Bengali-1",15215000
"TAR04","UV927",83628947
"TAR04","MAR05",70992000
"TAR04","S_Palestinian-3",7711000
"TAR04","MEN03",72492000
"TAR04","S_Tu-2",17459000
"TAR04","ERS724867",16165000
"TAR04","UV518",79609796
"TAR04","S_Uygur-1",15991000
"TAR04","S_Hezhen-1",15991000
"TAR04","S_Icelandic-1",10713000
"TAR04","S_Yadava-1",14326000
"TAR04","S_Naxi-1",16208000
"TAR04","UV1196",80894181
"TAR04","UV1003",80377009
"TAR04","ERS699821",18743000
"TAR04","ERS984054",19241000
"TAR04","S_Oroqen-2",16720000
"TAR04","S_Tuscan-2",9549000
"TAR04","UV940",73917384
"TAR04","S_Punjabi-3",12258000
"TAR04","MEN04",76717000
"TAR04","ERS724833",16106000
"TAR04","S_Georgian-1",9164000
"TAR04","UV986",78904470
"TAR04","ERS700546",17109000
"TAR04","MAR04",72688000
"TAR04","S_Palestinian-2",10722000
"TAR04","BUN05",68338000
"TAR04","S_BedouinB-2",8652000
"TAR04","S_Chukchi-1",12280000
"TAR04","S_Papuan-6",125028884
"TAR04","UV910",72405401
"TAR04","S_Lezgin-2",8789000
"TAR04","ERS700543",17364000
"TAR04","ERS700537",16016000
"TAR04","S_Ami-1",18332000
"TAR04","S_Kinh-2",17775000
"TAR04","S_Relli-2",12212000
"TAR04","S_Abkhasian-2",9462000
"TAR04","UV956",76369175
"TAR04","S_Cambodian-2",16156000
"TAR04","13784_3",71014000
"TAR04","MEN01",73761000
"TAR04","S_Kapu-2",13275000
"TAR04","S_Finnish-3",12416000
"TAR04","S_Papuan-10",122226527
"TAR04","MEN02",79563000
"TAR04","UV897",70982771
"TAR04","S_French-1",8281000
"TAR04","ERS700532",16082000
"TAR04","S_Relli-1",14491000
"TAR04","UV305",93800814
"TAR04","ERS699815",16489000
"TAR04","ERS700563",17849000
"TAR04","S_Brahui-1",10308000
"TAR04","ERS985079",17163000
"TAR04","S_Khonda_Dora-1",15255000
"TAR04","S_Estonian-1",11110000
"TAR04","S_Japanese-1",14706000
"TAR04","S_Burmese-1",17434000
"TAR04","S_Cambodian-1",16763000
"TAR04","13748_8",72543000
"TAR04","S_Kalash-2",11750000
"TAR04","S_Korean-1",18626000
"TAR04","S_BedouinB-1",7745000
"TAR04","ERS724872",19130000
"TAR04","S_Hazara-2",13453000
"TAR04","ERS700535",18979000
"TAR04","S_Sindhi-2",10380000
"TAR04","ERS724874",16246000
"TAR04","TAR01",78946000
"TAR04","S_Bengali-2",15932000
"TAR04","S_Aleut-2",11945000
"TAR04","ERS724868",17341000
"TAR04","S_Tajik-1",10928000
"TAR04","S_Hungarian-2",11093000
"TAR04","S_Jordanian-2",8096000
"TAR04","ERS699828",16538000
"TAR04","13733_8",67685000
"TAR04","13784_5",67577000
"TAR04","ERS699825",17243000
"TAR04","13748_5",66974000
"TAR04","UV580",84341125
"TAR04","UV573",84565888
"TAR04","ERS724834",17310000
"TAR04","S_Hungarian-1",10316000
"TAR04","S_Samaritan-1",7749000
"TAR04","13748_3",67180000
"TAR04","S_Lahu-1",16367000
"TAR04","ERS699820",13758000
"TAR04","S_Thai-2",18987000
"TAR04","S_Burusho-2",15151000
"TAR04","UV923",76544545
"TAR04","S_She-2",15001000
"TAR04","S_Pathan-2",14026000
"TAR04","S_Armenian-2",10363000
"TAR04","S_Japanese-3",15209000
"TAR04","S_Czech-2",8763000
"TAR04","MAR03",67336000
"TAR04","ERS985090",16775000
"TAR04","S_Spanish-1",11535000
"TAR04","S_Aleut-1",15805000
"TAR04","ERS700533",17315000
"TAR04","S_Tuscan-1",10354000
"TAR04","S_Even-1",15938000
"TAR04","S_Eskimo_Sireniki-2",14655000
"TAR04","S_Dai-3",14642000
"TAR04","13748_4",62038000
"TAR04","S_Jordanian-3",8166000
"TAR04","S_Finnish-1",9344000
"TAR04","S_Yemenite_Jew-1",8227000
"TAR04","ERS700561",17248000
"TAR04","S_Pathan-1",12830000
"TAR04","S_Albanian-1",11219000
"TAR04","S_Mansi-2",14420000
"TAR04","13784_2",73479000
"TAR04","S_Madiga-2",11496000
"TAR04","S_Punjabi-1",14364000
"TAR04","MAR02",72930000
"TAR04","S_Kapu-1",14615000
"TAR04","KUN05",71488000
"TAR04","S_Druze-1",10535000
"TAR04","S_Thai-1",18377000
"TAR04","S_Bergamo-2",9461000
"TAR04","ERS724852",16441000
"TAR04","S_Papuan-8",121108689
"TAR04","UV1230",79428387
"TAR04","S_Miao-1",15223000
"TAR04","S_Estonian-2",10875000
"TAR04","S_Greek-1",8786000
"TAR04","ERS700553",17101000
"TAR04","S_Yadava-2",13387000
"TAR04","ERS724866",17219000
"TAR04","ERS700562",17392000
"TAR04","S_Yakut-1",16919000
"TAR04","S_Palestinian-1",7528000
"TAR04","13784_4",71682000
"TAR04","S_Tubalar-2",15534000
"TAR04","ERS700558",17229000
"TAR04","S_Japanese-2",15352000
"TAR04","ERS724861",18811000
"TAR04","S_Eskimo_Naukan-1",15871000
"TAR04","S_Iraqi_Jew-1",9349000
"TAR04","ERS724835",17075000
"TAR04","S_Tu-1",15472000
"TAR04","ERS699819",16714000
"TAR04","S_Mongola-1",15805000
"TAR04","ERS724876",16723000
"TAR04","SS6004472",74724000
"TAR04","ERS724859",18184000
"TAR04","S_Madiga-1",14768000
"TAR04","ERS699812",18444000
"TAR04","ERS699822",19041000
"TAR04","S_English-2",10935000
"TAR04","ERS700529",16977000
"TAR04","S_Sardinian-1",8755000
"TAR04","ERS699813",16561000
"TAR04","S_Russian-1",11045000
"TAR04","S_Russian-2",11457000
"TAR04","ERS699814",17730000
"TAR04","S_Brahmin-2",12017000
"TAR04","ERS724853",18297000
"TAR04","S_Makrani-1",11486000
"TAR04","S_Lahu-2",16186000
"TAR04","S_Druze-2",9046000
"TAR04","ERS699826",19073000
"TAR04","S_Tujia-2",15614000
"TAR04","ERS699827",13957000
"TAR04","S_Sindhi-1",12505000
"TAR04","S_Bulgarian-1",11803000
"TAR04","S_Mansi-1",15366000
"TAR04","S_Yi-2",17192000
"TAR04","S_Basque-2",11224000
"TAR04","ERS700534",15772000
"TAR04","ERS985092",16298000
"TAR04","S_Mala-3",14423000
"TAR04","BUN04",72629000
"TAR04","S_Abkhasian-1",11579000
"TAR04","S_Iraqi_Jew-2",9733000
"TAR04","S_Tujia-1",16504000
"TAR04","S_Iranian-2",10406000
"TAR04","S_Mongola-2",16903000
"TAR04","ERS724851",15647000
"TAR04","S_Yemenite_Jew-2",9002000
"TAR04","S_Adygei-1",9047000
"TAR04","S_Hazara-1",12613000
"TAR04","S_Xibo-2",17702000
"TAR04","S_Orcadian-2",10744000
"TAR04","ERS985078",19325000
"TAR04","S_Even-3",16019000
"TAR04","S_Yi-1",13684000
"TAR04","S_Makrani-2",8548000
"TAR04","S_Jordanian-1",6889000
"TAR04","S_Burusho-1",12426000
"TAR04","S_Punjabi-4",10560000
"TAR04","ERS700560",17725000
"TAR04","S_Spanish-2",9137000
"TAR04","S_Lezgin-1",10105000
"TAR04","S_Even-2",15432000
"TAR04","S_Balochi-2",10308000
"UV979","S_Eskimo_Sireniki-1",23293507
"UV979","UV043",142969331
"UV979","S_Han-2",26694694
"UV979","ERS699818",28506998
"UV979","S_Turkish-1",15744084
"UV979","S_Papuan-1",157977121
"UV979","ERS700549",30706469
"UV979","S_Papuan-13",163320341
"UV979","S_French-2",14774544
"UV979","ERS700554",28977735
"UV979","ERS724860",26077347
"UV979","ERS700544",26018803
"UV979","ERS724848",30066151
"UV979","S_Sardinian-2",12016223
"UV979","KUN04",80507229
"UV979","S_Papuan-11",152368252
"UV979","BUN02",82420872
"UV979","UV919",132956570
"UV979","UV1042",136108130
"UV979","ERS724855",22746133
"UV979","TAR03",77750525
"UV979","UV931",139826226
"UV979","S_Basque-1",13806545
"UV979","UV1134",130290397
"UV979","ERS699817",25788179
"UV979","TAR02",82350859
"UV979","UV929",147506328
"UV979","S_Tubalar-1",24494015
"UV979","UV925",139650095
"UV979","ERS700541",28149830
"UV979","ERS985077",24768994
"UV979","BUN03",76536161
"UV979","S_Altaian-1",21965414
"UV979","S_Irula-2",19628221
"UV979","S_Atayal-1",26520897
"UV979","ERS700536",34433802
"UV979","UV971",245246797
"UV979","S_Korean-2",26372190
"UV979","S_Saami-2",20726172
"UV979","S_Kinh-1",29588269
"UV979","S_Brahui-2",13807508
"UV979","13748_1",79616142
"UV979","13784_1",81037607
"UV979","S_Orcadian-1",15979921
"UV979","S_Papuan-3",145429911
"UV979","ERS724857",27650686
"UV979","ERS724870",23877795
"UV979","S_Eskimo_Chaplin-1",24618030
"UV979","S_Georgian-2",14452424
"UV979","S_Greek-2",11647245
"UV979","S_Punjabi-2",19127122
"UV979","ERS942344",27513171
"UV979","S_Ulchi-1",29387661
"UV979","ERS699816",23606022
"UV979","S_Naxi-3",27746241
"UV979","S_Chechen-1",17480283
"UV979","S_Miao-2",24075864
"UV979","ERS699823",28538583
"UV979","S_Papuan-7",142331528
"UV979","ERS724863",29711667
"UV979","ERS724869",27086977
"UV979","ERS700552",26706894
"UV979","S_Papuan-9",155901730
"UV979","KUN01",80474223
"UV979","S_Tlingit-1",20377397
"UV979","UV1266",149247570
"UV979","S_Papuan-5",140053456
"UV979","S_She-1",26273729
"UV979","S_Armenian-1",14001229
"UV979","S_Finnish-2",14793277
"UV979","ERS700550",27198142
"UV979","S_Brahmin-1",21958099
"UV979","S_Irula-1",21545558
"UV979","UV952",132676334
"UV979","S_Adygei-2",16610871
"UV979","UV946",133608952
"UV979","S_Yakut-2",25176799
"UV979","13748_6",82866905
"UV979","13748_7",79403266
"UV979","ERS985091",26652288
"UV979","ERS724856",29540588
"UV979","S_North_Ossetian-2",12971300
"UV979","S_Oroqen-1",25466190
"UV979","UV958",132677626
"UV979","TAR05",82412200
"UV979","S_Papuan-14",154661627
"UV979","S_Kusunda-1",22562952
"UV979","UV886",125121305
"UV979","S_Papuan-2",154529232
"UV979","S_Hezhen-2",28170649
"UV979","S_North_Ossetian-1",12051755
"UV979","UV1043",129669106
"UV979","S_English-1",13372981
"UV979","ERS700557",28487650
"UV979","S_Papuan-4",142991214
"UV979","ERS700542",28751881
"UV979","ERS699830",20505379
"UV979","UV1224",135583103
"UV979","ERS700556",29978549
"UV979","S_Kyrgyz-1",23892635
"UV979","BUN01",79436467
"UV979","UV1260",127435567
"UV979","ERS724864",29102568
"UV979","S_Han-1",29202926
"UV979","UV500",127566292
"UV979","S_Mala-2",22817948
"UV979","S_Dai-2",25233874
"UV979","S_Dai-1",23428802
"UV979","13748_2",85511339
"UV979","UV1263",146423118
"UV979","S_Ulchi-2",22968590
"UV979","S_Turkish-2",12954047
"UV979","S_Itelman-1",22735549
"UV979","S_Iranian-1",15876852
"UV979","ERS700531",29054482
"UV979","ERS724873",25897305
"UV979","S_Norwegian-1",11542817
"UV979","ERS724854",25039313
"UV979","S_Bulgarian-2",14630775
"UV979","S_Eskimo_Naukan-2",22512963
"UV979","S_Burmese-2",24781371
"UV979","S_Xibo-1",27135524
"UV979","S_Saami-1",14903503
"UV979","S_Balochi-1",15630638
"UV979","MAR01",79352960
"UV979","ERS724865",27283399
"UV979","S_Daur-2",22458328
"UV979","S_Kalash-1",15733987
"UV979","ERS724858",27752051
"UV979","S_Icelandic-2",17532456
"UV979","ERS699829",26022787
"UV979","UV964",160183795
"UV979","ERS699824",23983981
"UV979","S_Naxi-2",26925905
"UV979","S_Uygur-2",22233843
"UV979","ERS724875",25794346
"UV979","S_Tlingit-2",19887553
"UV979","S_Papuan-12",142456621
"UV979","KUN02",86081268
"UV979","MEN05",86656922
"UV979","ERS724862",28163059
"UV979","ERS724871",26634590
"UV979","S_Tajik-2",17657083
"UV979","ERS699811",24323545
"UV979","S_Kyrgyz-2",21875729
"UV979","ERS724850",20979531
"UV979","UV944",146373619
"UV979","ERS700559",26176064
"UV979","KUN03",86479816
"UV979","ERS700538",25918327
"UV979","S_Bergamo-1",11300919
"UV979","S_Kusunda-2",20774472
"UV979","S_Ami-2",27828190
"UV979","ERS724849",22101593
"UV979","S_Polish-1",13104901
"UV979","S_Bengali-1",18399659
"UV979","UV927",303516828
"UV979","MAR05",77686048
"UV979","S_Palestinian-3",11108604
"UV979","MEN03",85564100
"UV979","S_Tu-2",25387094
"UV979","ERS724867",25605406
"UV979","UV518",129486521
"UV979","S_Uygur-1",20549797
"UV979","S_Hezhen-1",29286897
"UV979","S_Icelandic-1",13137831
"UV979","S_Yadava-1",19748306
"UV979","S_Naxi-1",24013077
"UV979","UV1196",150686461
"UV979","UV1003",134004156
"UV979","ERS699821",29555297
"UV979","ERS984054",31868915
"UV979","S_Oroqen-2",25424474
"UV979","S_Tuscan-2",12013411
"UV979","UV940",139158309
"UV979","S_Punjabi-3",15758551
"UV979","MEN04",86796564
"UV979","ERS724833",23297292
"UV979","S_Georgian-1",12646049
"UV979","UV986",148021680
"UV979","ERS700546",27416219
"UV979","MAR04",83671655
"UV979","S_Palestinian-2",15117856
"UV979","BUN05",79955671
"UV979","S_BedouinB-2",10204556
"UV979","S_Chukchi-1",15721955
"UV979","S_Papuan-6",144295784
"UV979","UV910",112858209
"UV979","S_Lezgin-2",15258132
"UV979","ERS700543",29544268
"UV979","ERS700537",26630162
"UV979","S_Ami-1",31780374
"UV979","S_Kinh-2",26566711
"UV979","S_Relli-2",17583035
"UV979","S_Abkhasian-2",12109859
"UV979","UV956",131663308
"UV979","S_Cambodian-2",23864987
"UV979","13784_3",83641594
"UV979","MEN01",87850976
"UV979","S_Kapu-2",16587028
"UV979","S_Finnish-3",18865672
"UV979","S_Papuan-10",160952531
"UV979","MEN02",90195961
"UV979","UV897",119630248
"UV979","S_French-1",9381350
"UV979","ERS700532",25712026
"UV979","S_Relli-1",19662578
"UV979","UV305",159113267
"UV979","ERS699815",24054600
"UV979","ERS700563",30839291
"UV979","S_Brahui-1",12544399
"UV979","ERS985079",23779429
"UV979","S_Khonda_Dora-1",23352962
"UV979","S_Estonian-1",14341135
"UV979","S_Japanese-1",25706210
"UV979","S_Burmese-1",25257179
"UV979","S_Cambodian-1",23714067
"UV979","13748_8",79021674
"UV979","S_Kalash-2",17522432
"UV979","S_Korean-1",27282597
"UV979","S_BedouinB-1",10923480
"UV979","ERS724872",29303013
"UV979","S_Hazara-2",19830323
"UV979","ERS700535",25640207
"UV979","S_Sindhi-2",12764855
"UV979","ERS724874",25298845
"UV979","TAR01",83311247
"UV979","S_Bengali-2",23334204
"UV979","S_Aleut-2",19634239
"UV979","ERS724868",30306496
"UV979","S_Tajik-1",15715892
"UV979","S_Hungarian-2",14593213
"UV979","S_Jordanian-2",9944612
"UV979","ERS699828",25038894
"UV979","13733_8",80286306
"UV979","13784_5",75265606
"UV979","ERS699825",23423699
"UV979","13748_5",75896621
"UV979","UV580",140875650
"UV979","UV573",145869566
"UV979","ERS724834",24214493
"UV979","S_Hungarian-1",12799128
"UV979","S_Samaritan-1",9945737
"UV979","13748_3",79634322
"UV979","S_Lahu-1",24410960
"UV979","ERS699820",21798032
"UV979","S_Thai-2",25539490
"UV979","S_Burusho-2",16957746
"UV979","UV923",140401173
"UV979","S_She-2",25587890
"UV979","S_Pathan-2",16263926
"UV979","S_Armenian-2",16065759
"UV979","S_Japanese-3",21912365
"UV979","S_Czech-2",9924277
"UV979","MAR03",80056523
"UV979","ERS985090",22708030
"UV979","S_Spanish-1",14288488
"UV979","S_Aleut-1",19510535
"UV979","ERS700533",26130717
"UV979","S_Tuscan-1",14779174
"UV979","S_Even-1",25497197
"UV979","S_Eskimo_Sireniki-2",25501806
"UV979","S_Dai-3",27129323
"UV979","13748_4",75395122
"UV979","S_Jordanian-3",12584792
"UV979","S_Finnish-1",17068936
"UV979","S_Yemenite_Jew-1",11458462
"UV979","ERS700561",29413559
"UV979","S_Pathan-1",15083671
"UV979","S_Albanian-1",17758099
"UV979","S_Mansi-2",19393172
"UV979","13784_2",81892803
"UV979","S_Madiga-2",16650214
"UV979","S_Punjabi-1",21768653
"UV979","MAR02",79293822
"UV979","S_Kapu-1",18049804
"UV979","KUN05",82123359
"UV979","S_Druze-1",14682780
"UV979","S_Thai-1",31023971
"UV979","S_Bergamo-2",12965850
"UV979","ERS724852",22589638
"UV979","S_Papuan-8",144227749
"UV979","UV1230",134712020
"UV979","S_Miao-1",23873406
"UV979","S_Estonian-2",15048912
"UV979","S_Greek-1",12092269
"UV979","ERS700553",28518839
"UV979","S_Yadava-2",17261211
"UV979","ERS724866",26493071
"UV979","ERS700562",25626425
"UV979","S_Yakut-1",27687268
"UV979","S_Palestinian-1",12846401
"UV979","13784_4",82908691
"UV979","S_Tubalar-2",24945081
"UV979","ERS700558",25132998
"UV979","S_Japanese-2",23928678
"UV979","ERS724861",26144775
"UV979","S_Eskimo_Naukan-1",24832709
"UV979","S_Iraqi_Jew-1",12712929
"UV979","ERS724835",27860413
"UV979","S_Tu-1",27989750
"UV979","ERS699819",29628925
"UV979","S_Mongola-1",25323732
"UV979","ERS724876",24704646
"UV979","SS6004472",84002868
"UV979","ERS724859",26401146
"UV979","S_Madiga-1",19743092
"UV979","ERS699812",25227773
"UV979","ERS699822",24625638
"UV979","S_English-2",13499651
"UV979","ERS700529",26063293
"UV979","S_Sardinian-1",10934900
"UV979","ERS699813",24561699
"UV979","S_Russian-1",15744554
"UV979","S_Russian-2",18895639
"UV979","ERS699814",24674591
"UV979","S_Brahmin-2",18620058
"UV979","ERS724853",25068540
"UV979","S_Makrani-1",18037027
"UV979","S_Lahu-2",25612071
"UV979","S_Druze-2",10633251
"UV979","ERS699826",28919908
"UV979","S_Tujia-2",22427761
"UV979","ERS699827",23117705
"UV979","S_Sindhi-1",17005517
"UV979","S_Bulgarian-1",16314016
"UV979","S_Mansi-1",24868494
"UV979","S_Yi-2",27328189
"UV979","S_Basque-2",14854224
"UV979","ERS700534",24031809
"UV979","ERS985092",26337004
"UV979","S_Mala-3",22370524
"UV979","BUN04",82073889
"UV979","S_Abkhasian-1",15609538
"UV979","S_Iraqi_Jew-2",12862539
"UV979","S_Tujia-1",25346129
"UV979","S_Iranian-2",15464106
"UV979","S_Mongola-2",23912396
"UV979","ERS724851",22883698
"UV979","S_Yemenite_Jew-2",10733046
"UV979","S_Adygei-1",12680691
"UV979","S_Hazara-1",20086572
"UV979","S_Xibo-2",27811581
"UV979","S_Orcadian-2",13878689
"UV979","ERS985078",24574748
"UV979","S_Even-3",24423154
"UV979","S_Yi-1",22214582
"UV979","S_Makrani-2",12283209
"UV979","S_Jordanian-1",10718895
"UV979","S_Burusho-1",19259686
"UV979","S_Punjabi-4",15179019
"UV979","ERS700560",28225491
"UV979","S_Spanish-2",12317527
"UV979","S_Lezgin-1",15867861
"UV979","S_Even-2",25065897
"UV979","S_Balochi-2",14675938
"S_Eskimo_Sireniki-1","UV043",20172826
"S_Eskimo_Sireniki-1","S_Han-2",15354000
"S_Eskimo_Sireniki-1","ERS699818",16718000
"S_Eskimo_Sireniki-1","S_Turkish-1",9531000
"S_Eskimo_Sireniki-1","S_Papuan-1",28295528
"S_Eskimo_Sireniki-1","ERS700549",21900000
"S_Eskimo_Sireniki-1","S_Papuan-13",28340305
"S_Eskimo_Sireniki-1","S_French-2",9125000
"S_Eskimo_Sireniki-1","ERS700554",19463000
"S_Eskimo_Sireniki-1","ERS724860",18346000
"S_Eskimo_Sireniki-1","ERS700544",18463000
"S_Eskimo_Sireniki-1","ERS724848",18687000
"S_Eskimo_Sireniki-1","S_Sardinian-2",7828000
"S_Eskimo_Sireniki-1","KUN04",12383000
"S_Eskimo_Sireniki-1","S_Papuan-11",28448480
"S_Eskimo_Sireniki-1","BUN02",15255000
"S_Eskimo_Sireniki-1","UV919",25638560
"S_Eskimo_Sireniki-1","UV1042",21312436
"S_Eskimo_Sireniki-1","ERS724855",17049000
"S_Eskimo_Sireniki-1","TAR03",13970000
"S_Eskimo_Sireniki-1","UV931",21119937
"S_Eskimo_Sireniki-1","S_Basque-1",7540000
"S_Eskimo_Sireniki-1","UV1134",23848255
"S_Eskimo_Sireniki-1","ERS699817",17113000
"S_Eskimo_Sireniki-1","TAR02",14250000
"S_Eskimo_Sireniki-1","UV929",25286300
"S_Eskimo_Sireniki-1","S_Tubalar-1",18133000
"S_Eskimo_Sireniki-1","UV925",23272382
"S_Eskimo_Sireniki-1","ERS700541",19986000
"S_Eskimo_Sireniki-1","ERS985077",17774000
"S_Eskimo_Sireniki-1","BUN03",13783000
"S_Eskimo_Sireniki-1","S_Altaian-1",19670000
"S_Eskimo_Sireniki-1","S_Irula-2",8911000
"S_Eskimo_Sireniki-1","S_Atayal-1",16295000
"S_Eskimo_Sireniki-1","ERS700536",19984000
"S_Eskimo_Sireniki-1","UV971",25220126
"S_Eskimo_Sireniki-1","S_Korean-2",20100000
"S_Eskimo_Sireniki-1","S_Saami-2",15144000
"S_Eskimo_Sireniki-1","S_Kinh-1",19324000
"S_Eskimo_Sireniki-1","S_Brahui-2",9437000
"S_Eskimo_Sireniki-1","13748_1",14417000
"S_Eskimo_Sireniki-1","13784_1",14930000
"S_Eskimo_Sireniki-1","S_Orcadian-1",8633000
"S_Eskimo_Sireniki-1","S_Papuan-3",23911791
"S_Eskimo_Sireniki-1","ERS724857",18787000
"S_Eskimo_Sireniki-1","ERS724870",17450000
"S_Eskimo_Sireniki-1","S_Eskimo_Chaplin-1",26855000
"S_Eskimo_Sireniki-1","S_Georgian-2",7282000
"S_Eskimo_Sireniki-1","S_Greek-2",7330000
"S_Eskimo_Sireniki-1","S_Punjabi-2",10040000
"S_Eskimo_Sireniki-1","ERS942344",18268000
"S_Eskimo_Sireniki-1","S_Ulchi-1",21911000
"S_Eskimo_Sireniki-1","ERS699816",16886000
"S_Eskimo_Sireniki-1","S_Naxi-3",17174000
"S_Eskimo_Sireniki-1","S_Chechen-1",9269000
"S_Eskimo_Sireniki-1","S_Miao-2",18291000
"S_Eskimo_Sireniki-1","ERS699823",18233000
"S_Eskimo_Sireniki-1","S_Papuan-7",24537711
"S_Eskimo_Sireniki-1","ERS724863",18349000
"S_Eskimo_Sireniki-1","ERS724869",17326000
"S_Eskimo_Sireniki-1","ERS700552",18062000
"S_Eskimo_Sireniki-1","S_Papuan-9",23078076
"S_Eskimo_Sireniki-1","KUN01",15693000
"S_Eskimo_Sireniki-1","S_Tlingit-1",14366000
"S_Eskimo_Sireniki-1","UV1266",23874045
